source,relation,target,kind
HK.oceanography,SUBFIELD_OF,HUMAN_KNOWLEDGE,parent
HK.oceanography.biological_oceanography,SUBFIELD_OF,HK.oceanography,parent
HK.oceanography.biological_oceanography.benthic_ecology,SUBFIELD_OF,HK.oceanography.biological_oceanography,parent
HK.oceanography.biological_oceanography.marine_food_webs,SUBFIELD_OF,HK.oceanography.biological_oceanography,parent
HK.oceanography.biological_oceanography.marine_food_webs,OVERLAPS_WITH,HK.biology.ecology.trophic_ecology,explicit
HK.oceanography.biological_oceanography.marine_microbiology,SUBFIELD_OF,HK.oceanography.biological_oceanography,parent
HK.oceanography.biological_oceanography.marine_microbiology,OVERLAPS_WITH,HK.biology.microbiology.environmental_microbiology,explicit
HK.oceanography.biological_oceanography.marine_plankton_ecology,SUBFIELD_OF,HK.oceanography.biological_oceanography,parent
HK.oceanography.biological_oceanography.marine_plankton_ecology.phytoplankton_ecology,SUBFIELD_OF,HK.oceanography.biological_oceanography.marine_plankton_ecology,parent
HK.oceanography.biological_oceanography.marine_plankton_ecology.zooplankton_ecology,SUBFIELD_OF,HK.oceanography.biological_oceanography.marine_plankton_ecology,parent
HK.oceanography.chemical_oceanography,SUBFIELD_OF,HK.oceanography,parent
HK.oceanography.chemical_oceanography,OVERLAPS_WITH,HK.chemistry.environmental_chemistry,explicit
HK.oceanography.chemical_oceanography.marine_carbon_cycle,SUBFIELD_OF,HK.oceanography.chemical_oceanography,parent
HK.oceanography.chemical_oceanography.marine_carbon_cycle,OVERLAPS_WITH,HK.environmental_science.climate_change_science.carbon_cycle_science,explicit
HK.oceanography.chemical_oceanography.marine_chemistry,SUBFIELD_OF,HK.oceanography.chemical_oceanography,parent
HK.oceanography.chemical_oceanography.marine_chemistry,OVERLAPS_WITH,HK.chemistry.environmental_chemistry.aquatic_chemistry,explicit
HK.oceanography.chemical_oceanography.marine_nutrient_cycles,SUBFIELD_OF,HK.oceanography.chemical_oceanography,parent
HK.oceanography.chemical_oceanography.ocean_acidification,SUBFIELD_OF,HK.oceanography.chemical_oceanography,parent
HK.oceanography.chemical_oceanography.ocean_acidification,OVERLAPS_WITH,HK.environmental_science.climate_change_science.carbon_cycle_science,explicit
HK.oceanography.geological_oceanography,SUBFIELD_OF,HK.oceanography,parent
HK.oceanography.geological_oceanography.marine_geomorphology,SUBFIELD_OF,HK.oceanography.geological_oceanography,parent
HK.oceanography.geological_oceanography.marine_geophysics,SUBFIELD_OF,HK.oceanography.geological_oceanography,parent
HK.oceanography.geological_oceanography.marine_sedimentology,SUBFIELD_OF,HK.oceanography.geological_oceanography,parent
HK.oceanography.geological_oceanography.marine_sedimentology,OVERLAPS_WITH,HK.earth_science.sedimentology,explicit
HK.oceanography.geological_oceanography.seafloor_spreading,SUBFIELD_OF,HK.oceanography.geological_oceanography,parent
HK.oceanography.geological_oceanography.seafloor_spreading,OVERLAPS_WITH,HK.earth_science.structural_geology.tectonics.plate_tectonics,explicit
HK.oceanography.geological_oceanography.submarine_volcanism,SUBFIELD_OF,HK.oceanography.geological_oceanography,parent
HK.oceanography.geological_oceanography.submarine_volcanism,OVERLAPS_WITH,HK.earth_science.volcanology,explicit
HK.oceanography.marine_biogeochemistry,SUBFIELD_OF,HK.oceanography,parent
HK.oceanography.marine_biogeochemistry,OVERLAPS_WITH,HK.earth_science.geochemistry.biogeochemistry,explicit
HK.oceanography.marine_biogeochemistry.biological_pump,SUBFIELD_OF,HK.oceanography.marine_biogeochemistry,parent
HK.oceanography.marine_biogeochemistry.biological_pump,OVERLAPS_WITH,HK.oceanography.chemical_oceanography.marine_carbon_cycle,explicit
HK.oceanography.marine_biogeochemistry.marine_nitrogen_cycle,SUBFIELD_OF,HK.oceanography.marine_biogeochemistry,parent
HK.oceanography.paleoceanography,SUBFIELD_OF,HK.oceanography,parent
HK.oceanography.paleoceanography,OVERLAPS_WITH,HK.earth_science.paleontology.paleoclimatology,explicit
HK.oceanography.paleoceanography.marine_paleoclimatology,SUBFIELD_OF,HK.oceanography.paleoceanography,parent
HK.oceanography.paleoceanography.marine_paleoclimatology,OVERLAPS_WITH,HK.earth_science.paleontology.paleoclimatology,explicit
HK.oceanography.physical_oceanography,SUBFIELD_OF,HK.oceanography,parent
HK.oceanography.physical_oceanography,APPLICATION_OF,HK.physics,explicit
HK.oceanography.physical_oceanography.air_sea_interaction,SUBFIELD_OF,HK.oceanography.physical_oceanography,parent
HK.oceanography.physical_oceanography.air_sea_interaction,OVERLAPS_WITH,HK.atmospheric_science.meteorology,explicit
HK.oceanography.physical_oceanography.coastal_oceanography,SUBFIELD_OF,HK.oceanography.physical_oceanography,parent
HK.oceanography.physical_oceanography.estuarine_oceanography,SUBFIELD_OF,HK.oceanography.physical_oceanography,parent
HK.oceanography.physical_oceanography.internal_waves,SUBFIELD_OF,HK.oceanography.physical_oceanography,parent
HK.oceanography.physical_oceanography.ocean_circulation,SUBFIELD_OF,HK.oceanography.physical_oceanography,parent
HK.oceanography.physical_oceanography.ocean_circulation,OVERLAPS_WITH,HK.atmospheric_science.climatology,explicit
HK.oceanography.physical_oceanography.ocean_circulation.thermohaline_circulation,SUBFIELD_OF,HK.oceanography.physical_oceanography.ocean_circulation,parent
HK.oceanography.physical_oceanography.ocean_circulation.thermohaline_circulation,OVERLAPS_WITH,HK.environmental_science.climate_change_science,explicit
HK.oceanography.physical_oceanography.ocean_circulation.wind_driven_circulation,SUBFIELD_OF,HK.oceanography.physical_oceanography.ocean_circulation,parent
HK.oceanography.physical_oceanography.ocean_eddies,SUBFIELD_OF,HK.oceanography.physical_oceanography,parent
HK.oceanography.physical_oceanography.ocean_mixing,SUBFIELD_OF,HK.oceanography.physical_oceanography,parent
HK.oceanography.physical_oceanography.ocean_modeling,SUBFIELD_OF,HK.oceanography.physical_oceanography,parent
HK.oceanography.physical_oceanography.ocean_modeling,APPLICATION_OF,HK.computer_science,explicit
HK.oceanography.physical_oceanography.ocean_tides,SUBFIELD_OF,HK.oceanography.physical_oceanography,parent
HK.oceanography.physical_oceanography.ocean_waves,SUBFIELD_OF,HK.oceanography.physical_oceanography,parent
HK.oceanography.physical_oceanography.polar_oceanography,SUBFIELD_OF,HK.oceanography.physical_oceanography,parent
HK.oceanography.physical_oceanography.sea_ice_oceanography,SUBFIELD_OF,HK.oceanography.physical_oceanography,parent
HK.operations_research,SUBFIELD_OF,HUMAN_KNOWLEDGE,parent
HK.operations_research,USES,HK.mathematics.optimization,explicit
HK.operations_research,USES,HK.mathematics.combinatorics.graph_theory,explicit
HK.operations_research,APPLICATION_OF,HK.mathematics,explicit
HK.operations_research.decision_analysis,SUBFIELD_OF,HK.operations_research,parent
HK.operations_research.integer_programming,SUBFIELD_OF,HK.operations_research,parent
HK.operations_research.integer_programming,OVERLAPS_WITH,HK.mathematics.optimization.integer_programming,explicit
HK.operations_research.inventory_theory,SUBFIELD_OF,HK.operations_research,parent
HK.operations_research.linear_programming,SUBFIELD_OF,HK.operations_research,parent
HK.operations_research.linear_programming,OVERLAPS_WITH,HK.mathematics.optimization.linear_programming,explicit
HK.operations_research.network_optimization,SUBFIELD_OF,HK.operations_research,parent
HK.operations_research.nonlinear_programming,SUBFIELD_OF,HK.operations_research,parent
HK.operations_research.nonlinear_programming,OVERLAPS_WITH,HK.mathematics.optimization.nonlinear_programming,explicit
HK.operations_research.queueing_theory,SUBFIELD_OF,HK.operations_research,parent
HK.operations_research.queueing_theory,USES,HK.mathematics.probability.stochastic_processes,explicit
HK.operations_research.scheduling,SUBFIELD_OF,HK.operations_research,parent
HK.operations_research.scheduling,OVERLAPS_WITH,HK.business.operations_management.scheduling,explicit
HK.operations_research.simulation,SUBFIELD_OF,HK.operations_research,parent
HK.operations_research.stochastic_programming,SUBFIELD_OF,HK.operations_research,parent
HK.operations_research.supply_chain_optimization,SUBFIELD_OF,HK.operations_research,parent
HK.operations_research.transportation_problem,SUBFIELD_OF,HK.operations_research,parent
HK.pharmacy,SUBFIELD_OF,HUMAN_KNOWLEDGE,parent
HK.pharmacy,OVERLAPS_WITH,OCC.medicine.pharmacy,explicit
HK.pharmacy.clinical_pharmacy,SUBFIELD_OF,HK.pharmacy,parent
HK.pharmacy.clinical_pharmacy,USES,HK.medicine.basic_medical_sciences.pharmacology,explicit
HK.pharmacy.clinical_pharmacy.ambulatory_care_pharmacy,SUBFIELD_OF,HK.pharmacy.clinical_pharmacy,parent
HK.pharmacy.clinical_pharmacy.clinical_pharmacokinetics,SUBFIELD_OF,HK.pharmacy.clinical_pharmacy,parent
HK.pharmacy.clinical_pharmacy.medication_therapy_management,SUBFIELD_OF,HK.pharmacy.clinical_pharmacy,parent
HK.pharmacy.clinical_pharmacy.pharmacotherapy,SUBFIELD_OF,HK.pharmacy.clinical_pharmacy,parent
HK.pharmacy.clinical_pharmacy.pharmacotherapy,APPLICATION_OF,HK.medicine.basic_medical_sciences.pharmacology,explicit
HK.pharmacy.clinical_pharmacy.therapeutic_drug_monitoring,SUBFIELD_OF,HK.pharmacy.clinical_pharmacy,parent
HK.pharmacy.compounding_pharmacy,SUBFIELD_OF,HK.pharmacy,parent
HK.pharmacy.compounding_pharmacy.nonsterile_compounding,SUBFIELD_OF,HK.pharmacy.compounding_pharmacy,parent
HK.pharmacy.compounding_pharmacy.sterile_compounding,SUBFIELD_OF,HK.pharmacy.compounding_pharmacy,parent
HK.pharmacy.industrial_pharmacy,SUBFIELD_OF,HK.pharmacy,parent
HK.pharmacy.industrial_pharmacy,APPLICATION_OF,HK.engineering,explicit
HK.pharmacy.industrial_pharmacy.pharmaceutical_manufacturing,SUBFIELD_OF,HK.pharmacy.industrial_pharmacy,parent
HK.pharmacy.industrial_pharmacy.pharmaceutical_packaging,SUBFIELD_OF,HK.pharmacy.industrial_pharmacy,parent
HK.pharmacy.industrial_pharmacy.process_validation,SUBFIELD_OF,HK.pharmacy.industrial_pharmacy,parent
HK.pharmacy.nuclear_pharmacy,SUBFIELD_OF,HK.pharmacy,parent
HK.pharmacy.nuclear_pharmacy,APPLICATION_OF,HK.physics,explicit
HK.pharmacy.pharmaceutical_analysis,SUBFIELD_OF,HK.pharmacy,parent
HK.pharmacy.pharmaceutical_analysis,APPLICATION_OF,HK.chemistry,explicit
HK.pharmacy.pharmaceutical_analysis.bioanalytical_methods,SUBFIELD_OF,HK.pharmacy.pharmaceutical_analysis,parent
HK.pharmacy.pharmaceutical_analysis.drug_quality_control,SUBFIELD_OF,HK.pharmacy.pharmaceutical_analysis,parent
HK.pharmacy.pharmaceutical_biotechnology,SUBFIELD_OF,HK.pharmacy,parent
HK.pharmacy.pharmaceutical_biotechnology.biopharmaceuticals,SUBFIELD_OF,HK.pharmacy.pharmaceutical_biotechnology,parent
HK.pharmacy.pharmaceutical_biotechnology.biopharmaceuticals,OVERLAPS_WITH,HK.biology,explicit
HK.pharmacy.pharmaceutical_biotechnology.biosimilars,SUBFIELD_OF,HK.pharmacy.pharmaceutical_biotechnology,parent
HK.pharmacy.pharmaceutical_biotechnology.biosimilars,OVERLAPS_WITH,ind.life_sciences_healthcare.pharma.biosimilars,explicit
HK.pharmacy.pharmaceutical_chemistry,SUBFIELD_OF,HK.pharmacy,parent
HK.pharmacy.pharmaceutical_chemistry,APPLICATION_OF,HK.chemistry,explicit
HK.pharmacy.pharmaceutical_chemistry.drug_design,SUBFIELD_OF,HK.pharmacy.pharmaceutical_chemistry,parent
HK.pharmacy.pharmaceutical_chemistry.drug_design,OVERLAPS_WITH,HK.chemistry.medicinal_chemistry.drug_design,explicit
HK.pharmacy.pharmaceutical_chemistry.structure_activity_relationship,SUBFIELD_OF,HK.pharmacy.pharmaceutical_chemistry,parent
HK.pharmacy.pharmaceutical_chemistry.synthetic_medicinal_chemistry,SUBFIELD_OF,HK.pharmacy.pharmaceutical_chemistry,parent
HK.pharmacy.pharmaceutical_regulatory_science,SUBFIELD_OF,HK.pharmacy,parent
HK.pharmacy.pharmaceutical_regulatory_science.drug_registration,SUBFIELD_OF,HK.pharmacy.pharmaceutical_regulatory_science,parent
HK.pharmacy.pharmaceutical_regulatory_science.good_manufacturing_practice,SUBFIELD_OF,HK.pharmacy.pharmaceutical_regulatory_science,parent
HK.pharmacy.pharmaceutical_regulatory_science.pharmaceutical_law,SUBFIELD_OF,HK.pharmacy.pharmaceutical_regulatory_science,parent
HK.pharmacy.pharmaceutical_regulatory_science.pharmaceutical_law,INTERSECTS_WITH,HK.law,explicit
HK.pharmacy.pharmaceutics,SUBFIELD_OF,HK.pharmacy,parent
HK.pharmacy.pharmaceutics,APPLICATION_OF,HK.chemistry,explicit
HK.pharmacy.pharmaceutics.biopharmaceutics,SUBFIELD_OF,HK.pharmacy.pharmaceutics,parent
HK.pharmacy.pharmaceutics.drug_delivery_systems,SUBFIELD_OF,HK.pharmacy.pharmaceutics,parent
HK.pharmacy.pharmaceutics.drug_delivery_systems.oral_drug_delivery,SUBFIELD_OF,HK.pharmacy.pharmaceutics.drug_delivery_systems,parent
HK.pharmacy.pharmaceutics.drug_delivery_systems.parenteral_drug_delivery,SUBFIELD_OF,HK.pharmacy.pharmaceutics.drug_delivery_systems,parent
HK.pharmacy.pharmaceutics.drug_delivery_systems.targeted_drug_delivery,SUBFIELD_OF,HK.pharmacy.pharmaceutics.drug_delivery_systems,parent
HK.pharmacy.pharmaceutics.drug_delivery_systems.transdermal_drug_delivery,SUBFIELD_OF,HK.pharmacy.pharmaceutics.drug_delivery_systems,parent
HK.pharmacy.pharmaceutics.drug_formulation,SUBFIELD_OF,HK.pharmacy.pharmaceutics,parent
HK.pharmacy.pharmaceutics.pharmaceutical_technology,SUBFIELD_OF,HK.pharmacy.pharmaceutics,parent
HK.pharmacy.pharmacognosy,SUBFIELD_OF,HK.pharmacy,parent
HK.pharmacy.pharmacognosy,OVERLAPS_WITH,HK.medicine.traditional_medicine,explicit
HK.pharmacy.pharmacognosy,RELATED_TO,HK.medicine.traditional_medicine,explicit
HK.pharmacy.pharmacognosy.herbal_standardization,SUBFIELD_OF,HK.pharmacy.pharmacognosy,parent
HK.pharmacy.pharmacognosy.marine_natural_products,SUBFIELD_OF,HK.pharmacy.pharmacognosy,parent
HK.pharmacy.pharmacognosy.phytochemistry,SUBFIELD_OF,HK.pharmacy.pharmacognosy,parent
HK.pharmacy.pharmacovigilance,SUBFIELD_OF,HK.pharmacy,parent
HK.pharmacy.pharmacovigilance,RELATED_TO,HK.public_health.epidemiology.pharmacoepidemiology,explicit
HK.pharmacy.pharmacovigilance.adverse_drug_reaction,SUBFIELD_OF,HK.pharmacy.pharmacovigilance,parent
HK.pharmacy.pharmacovigilance.drug_safety_surveillance,SUBFIELD_OF,HK.pharmacy.pharmacovigilance,parent
HK.pharmacy.pharmacy_practice,SUBFIELD_OF,HK.pharmacy,parent
HK.pharmacy.pharmacy_practice.community_pharmacy,SUBFIELD_OF,HK.pharmacy.pharmacy_practice,parent
HK.pharmacy.pharmacy_practice.hospital_pharmacy,SUBFIELD_OF,HK.pharmacy.pharmacy_practice,parent
HK.pharmacy.pharmacy_practice.medication_safety,SUBFIELD_OF,HK.pharmacy.pharmacy_practice,parent
HK.pharmacy.pharmacy_practice.pharmaceutical_care,SUBFIELD_OF,HK.pharmacy.pharmacy_practice,parent
HK.pharmacy.social_and_administrative_pharmacy,SUBFIELD_OF,HK.pharmacy,parent
HK.pharmacy.social_and_administrative_pharmacy.medication_adherence,SUBFIELD_OF,HK.pharmacy.social_and_administrative_pharmacy,parent
HK.pharmacy.social_and_administrative_pharmacy.pharmacoeconomics,SUBFIELD_OF,HK.pharmacy.social_and_administrative_pharmacy,parent
HK.pharmacy.social_and_administrative_pharmacy.pharmacoeconomics,APPLICATION_OF,HK.economics,explicit
HK.pharmacy.social_and_administrative_pharmacy.pharmacoeconomics,RELATED_TO,HK.public_health.health_policy_and_management.health_economics,explicit
HK.pharmacy.social_and_administrative_pharmacy.pharmacy_health_services_research,SUBFIELD_OF,HK.pharmacy.social_and_administrative_pharmacy,parent
HK.pharmacy.veterinary_pharmacy,SUBFIELD_OF,HK.pharmacy,parent
HK.pharmacy.veterinary_pharmacy,APPLICATION_OF,HK.veterinary_medicine,explicit
HK.philosophy,SUBFIELD_OF,HUMAN_KNOWLEDGE,parent
HK.philosophy.aesthetics,SUBFIELD_OF,HK.philosophy,parent
HK.philosophy.aesthetics.aesthetic_experience,SUBFIELD_OF,HK.philosophy.aesthetics,parent
HK.philosophy.aesthetics.ontology_of_art,SUBFIELD_OF,HK.philosophy.aesthetics,parent
HK.philosophy.aesthetics.philosophy_of_art,SUBFIELD_OF,HK.philosophy.aesthetics,parent
HK.philosophy.aesthetics.philosophy_of_art,OVERLAPS_WITH,HK.art_history,explicit
HK.philosophy.aesthetics.philosophy_of_beauty,SUBFIELD_OF,HK.philosophy.aesthetics,parent
HK.philosophy.aesthetics.philosophy_of_film,SUBFIELD_OF,HK.philosophy.aesthetics,parent
HK.philosophy.aesthetics.philosophy_of_literature,SUBFIELD_OF,HK.philosophy.aesthetics,parent
HK.philosophy.aesthetics.philosophy_of_literature,OVERLAPS_WITH,HK.literature,explicit
HK.philosophy.aesthetics.philosophy_of_music,SUBFIELD_OF,HK.philosophy.aesthetics,parent
HK.philosophy.epistemology,SUBFIELD_OF,HK.philosophy,parent
HK.philosophy.epistemology.epistemology_of_testimony,SUBFIELD_OF,HK.philosophy.epistemology,parent
HK.philosophy.epistemology.formal_epistemology,SUBFIELD_OF,HK.philosophy.epistemology,parent
HK.philosophy.epistemology.philosophy_of_memory,SUBFIELD_OF,HK.philosophy.epistemology,parent
HK.philosophy.epistemology.philosophy_of_perception,SUBFIELD_OF,HK.philosophy.epistemology,parent
HK.philosophy.epistemology.philosophy_of_perception,INTERSECTS_WITH,HK.cognitive_science,explicit
HK.philosophy.epistemology.skepticism,SUBFIELD_OF,HK.philosophy.epistemology,parent
HK.philosophy.epistemology.social_epistemology,SUBFIELD_OF,HK.philosophy.epistemology,parent
HK.philosophy.epistemology.virtue_epistemology,SUBFIELD_OF,HK.philosophy.epistemology,parent
HK.philosophy.epistemology.virtue_epistemology,RELATED_TO,HK.philosophy.ethics.normative_ethics.virtue_ethics,explicit
HK.philosophy.ethics,SUBFIELD_OF,HK.philosophy,parent
HK.philosophy.ethics.applied_ethics,SUBFIELD_OF,HK.philosophy.ethics,parent
HK.philosophy.ethics.applied_ethics.animal_ethics,SUBFIELD_OF,HK.philosophy.ethics.applied_ethics,parent
HK.philosophy.ethics.applied_ethics.bioethics,SUBFIELD_OF,HK.philosophy.ethics.applied_ethics,parent
HK.philosophy.ethics.applied_ethics.bioethics,OVERLAPS_WITH,HK.medicine,explicit
HK.philosophy.ethics.applied_ethics.business_ethics,SUBFIELD_OF,HK.philosophy.ethics.applied_ethics,parent
HK.philosophy.ethics.applied_ethics.business_ethics,OVERLAPS_WITH,HK.business.business_ethics,explicit
HK.philosophy.ethics.applied_ethics.environmental_ethics,SUBFIELD_OF,HK.philosophy.ethics.applied_ethics,parent
HK.philosophy.ethics.applied_ethics.medical_ethics,SUBFIELD_OF,HK.philosophy.ethics.applied_ethics,parent
HK.philosophy.ethics.applied_ethics.medical_ethics,OVERLAPS_WITH,HK.medicine.medical_humanities.medical_ethics,explicit
HK.philosophy.ethics.applied_ethics.military_ethics,SUBFIELD_OF,HK.philosophy.ethics.applied_ethics,parent
HK.philosophy.ethics.applied_ethics.research_ethics,SUBFIELD_OF,HK.philosophy.ethics.applied_ethics,parent
HK.philosophy.ethics.applied_ethics.research_ethics,OVERLAPS_WITH,HK.medicine.medical_humanities.medical_ethics.research_ethics,explicit
HK.philosophy.ethics.applied_ethics.technology_ethics,SUBFIELD_OF,HK.philosophy.ethics.applied_ethics,parent
HK.philosophy.ethics.applied_ethics.technology_ethics.ai_ethics,SUBFIELD_OF,HK.philosophy.ethics.applied_ethics.technology_ethics,parent
HK.philosophy.ethics.applied_ethics.technology_ethics.ai_ethics,RELATED_TO,HK.philosophy.philosophy_of_technology,explicit
HK.philosophy.ethics.metaethics,SUBFIELD_OF,HK.philosophy.ethics,parent
HK.philosophy.ethics.moral_psychology,SUBFIELD_OF,HK.philosophy.ethics,parent
HK.philosophy.ethics.moral_psychology,INTERSECTS_WITH,HK.psychology,explicit
HK.philosophy.ethics.normative_ethics,SUBFIELD_OF,HK.philosophy.ethics,parent
HK.philosophy.ethics.normative_ethics.care_ethics,SUBFIELD_OF,HK.philosophy.ethics.normative_ethics,parent
HK.philosophy.ethics.normative_ethics.care_ethics,RELATED_TO,HK.philosophy.political_philosophy.feminist_philosophy,explicit
HK.philosophy.ethics.normative_ethics.consequentialism,SUBFIELD_OF,HK.philosophy.ethics.normative_ethics,parent
HK.philosophy.ethics.normative_ethics.consequentialism.utilitarianism,SUBFIELD_OF,HK.philosophy.ethics.normative_ethics.consequentialism,parent
HK.philosophy.ethics.normative_ethics.contractualism,SUBFIELD_OF,HK.philosophy.ethics.normative_ethics,parent
HK.philosophy.ethics.normative_ethics.deontology,SUBFIELD_OF,HK.philosophy.ethics.normative_ethics,parent
HK.philosophy.ethics.normative_ethics.virtue_ethics,SUBFIELD_OF,HK.philosophy.ethics.normative_ethics,parent
HK.philosophy.history_of_philosophy,SUBFIELD_OF,HK.philosophy,parent
HK.philosophy.history_of_philosophy.african_philosophy,SUBFIELD_OF,HK.philosophy.history_of_philosophy,parent
HK.philosophy.history_of_philosophy.african_philosophy.ubuntu_philosophy,SUBFIELD_OF,HK.philosophy.history_of_philosophy.african_philosophy,parent
HK.philosophy.history_of_philosophy.chinese_philosophy,SUBFIELD_OF,HK.philosophy.history_of_philosophy,parent
HK.philosophy.history_of_philosophy.chinese_philosophy.chinese_buddhist_philosophy,SUBFIELD_OF,HK.philosophy.history_of_philosophy.chinese_philosophy,parent
HK.philosophy.history_of_philosophy.chinese_philosophy.chinese_buddhist_philosophy,OVERLAPS_WITH,HK.religious_studies,explicit
HK.philosophy.history_of_philosophy.chinese_philosophy.confucianism,SUBFIELD_OF,HK.philosophy.history_of_philosophy.chinese_philosophy,parent
HK.philosophy.history_of_philosophy.chinese_philosophy.confucianism,OVERLAPS_WITH,HK.religious_studies,explicit
HK.philosophy.history_of_philosophy.chinese_philosophy.daoism,SUBFIELD_OF,HK.philosophy.history_of_philosophy.chinese_philosophy,parent
HK.philosophy.history_of_philosophy.chinese_philosophy.daoism,OVERLAPS_WITH,HK.religious_studies.east_asian_religions.daoism,explicit
HK.philosophy.history_of_philosophy.chinese_philosophy.legalism,SUBFIELD_OF,HK.philosophy.history_of_philosophy.chinese_philosophy,parent
HK.philosophy.history_of_philosophy.chinese_philosophy.legalism,HISTORICAL_SUCCESSOR,HK.philosophy.philosophy_of_law,explicit
HK.philosophy.history_of_philosophy.chinese_philosophy.mohism,SUBFIELD_OF,HK.philosophy.history_of_philosophy.chinese_philosophy,parent
HK.philosophy.history_of_philosophy.chinese_philosophy.neo_confucianism,SUBFIELD_OF,HK.philosophy.history_of_philosophy.chinese_philosophy,parent
HK.philosophy.history_of_philosophy.chinese_philosophy.school_of_names,SUBFIELD_OF,HK.philosophy.history_of_philosophy.chinese_philosophy,parent
HK.philosophy.history_of_philosophy.chinese_philosophy.yin_yang_school,SUBFIELD_OF,HK.philosophy.history_of_philosophy.chinese_philosophy,parent
HK.philosophy.history_of_philosophy.indian_philosophy,SUBFIELD_OF,HK.philosophy.history_of_philosophy,parent
HK.philosophy.history_of_philosophy.indian_philosophy.buddhist_philosophy,SUBFIELD_OF,HK.philosophy.history_of_philosophy.indian_philosophy,parent
HK.philosophy.history_of_philosophy.indian_philosophy.buddhist_philosophy,OVERLAPS_WITH,HK.religious_studies,explicit
HK.philosophy.history_of_philosophy.indian_philosophy.buddhist_philosophy.madhyamaka,SUBFIELD_OF,HK.philosophy.history_of_philosophy.indian_philosophy.buddhist_philosophy,parent
HK.philosophy.history_of_philosophy.indian_philosophy.buddhist_philosophy.yogacara,SUBFIELD_OF,HK.philosophy.history_of_philosophy.indian_philosophy.buddhist_philosophy,parent
HK.philosophy.history_of_philosophy.indian_philosophy.carvaka,SUBFIELD_OF,HK.philosophy.history_of_philosophy.indian_philosophy,parent
HK.philosophy.history_of_philosophy.indian_philosophy.hindu_philosophy,SUBFIELD_OF,HK.philosophy.history_of_philosophy.indian_philosophy,parent
HK.philosophy.history_of_philosophy.indian_philosophy.hindu_philosophy,OVERLAPS_WITH,HK.religious_studies,explicit
HK.philosophy.history_of_philosophy.indian_philosophy.hindu_philosophy.mimamsa,SUBFIELD_OF,HK.philosophy.history_of_philosophy.indian_philosophy.hindu_philosophy,parent
HK.philosophy.history_of_philosophy.indian_philosophy.hindu_philosophy.nyaya,SUBFIELD_OF,HK.philosophy.history_of_philosophy.indian_philosophy.hindu_philosophy,parent
HK.philosophy.history_of_philosophy.indian_philosophy.hindu_philosophy.samkhya,SUBFIELD_OF,HK.philosophy.history_of_philosophy.indian_philosophy.hindu_philosophy,parent
HK.philosophy.history_of_philosophy.indian_philosophy.hindu_philosophy.vaisesika,SUBFIELD_OF,HK.philosophy.history_of_philosophy.indian_philosophy.hindu_philosophy,parent
HK.philosophy.history_of_philosophy.indian_philosophy.hindu_philosophy.vedanta,SUBFIELD_OF,HK.philosophy.history_of_philosophy.indian_philosophy.hindu_philosophy,parent
HK.philosophy.history_of_philosophy.indian_philosophy.hindu_philosophy.vedanta.advaita_vedanta,SUBFIELD_OF,HK.philosophy.history_of_philosophy.indian_philosophy.hindu_philosophy.vedanta,parent
HK.philosophy.history_of_philosophy.indian_philosophy.hindu_philosophy.vedanta.dvaita_vedanta,SUBFIELD_OF,HK.philosophy.history_of_philosophy.indian_philosophy.hindu_philosophy.vedanta,parent
HK.philosophy.history_of_philosophy.indian_philosophy.hindu_philosophy.yoga_philosophy,SUBFIELD_OF,HK.philosophy.history_of_philosophy.indian_philosophy.hindu_philosophy,parent
HK.philosophy.history_of_philosophy.indian_philosophy.jain_philosophy,SUBFIELD_OF,HK.philosophy.history_of_philosophy.indian_philosophy,parent
HK.philosophy.history_of_philosophy.indian_philosophy.jain_philosophy,OVERLAPS_WITH,HK.religious_studies,explicit
HK.philosophy.history_of_philosophy.islamic_philosophy,SUBFIELD_OF,HK.philosophy.history_of_philosophy,parent
HK.philosophy.history_of_philosophy.islamic_philosophy.falsafa,SUBFIELD_OF,HK.philosophy.history_of_philosophy.islamic_philosophy,parent
HK.philosophy.history_of_philosophy.islamic_philosophy.illuminationism,SUBFIELD_OF,HK.philosophy.history_of_philosophy.islamic_philosophy,parent
HK.philosophy.history_of_philosophy.islamic_philosophy.kalam,SUBFIELD_OF,HK.philosophy.history_of_philosophy.islamic_philosophy,parent
HK.philosophy.history_of_philosophy.japanese_philosophy,SUBFIELD_OF,HK.philosophy.history_of_philosophy,parent
HK.philosophy.history_of_philosophy.japanese_philosophy.kyoto_school,SUBFIELD_OF,HK.philosophy.history_of_philosophy.japanese_philosophy,parent
HK.philosophy.history_of_philosophy.korean_philosophy,SUBFIELD_OF,HK.philosophy.history_of_philosophy,parent
HK.philosophy.history_of_philosophy.latin_american_philosophy,SUBFIELD_OF,HK.philosophy.history_of_philosophy,parent
HK.philosophy.history_of_philosophy.latin_american_philosophy.philosophy_of_liberation,SUBFIELD_OF,HK.philosophy.history_of_philosophy.latin_american_philosophy,parent
HK.philosophy.history_of_philosophy.western_philosophy,SUBFIELD_OF,HK.philosophy.history_of_philosophy,parent
HK.philosophy.history_of_philosophy.western_philosophy.analytic_philosophy,SUBFIELD_OF,HK.philosophy.history_of_philosophy.western_philosophy,parent
HK.philosophy.history_of_philosophy.western_philosophy.analytic_philosophy.logical_positivism,SUBFIELD_OF,HK.philosophy.history_of_philosophy.western_philosophy.analytic_philosophy,parent
