id,name,name_en,name_zh,type,parent,level,universe,description,historical,global
HK.medicine.clinical_medicine.radiology.abdominal_imaging,Abdominal Imaging,Abdominal Imaging,腹部影像,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.radiology,4,HUMAN_KNOWLEDGE,Imaging of the abdominal and pelvic organs.,0,1
HK.medicine.clinical_medicine.radiology.breast_imaging,Breast Imaging,Breast Imaging,乳腺影像,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.radiology,4,HUMAN_KNOWLEDGE,Imaging of the breast including mammography.,0,1
HK.medicine.clinical_medicine.radiology.cardiothoracic_imaging,Cardiothoracic Imaging,Cardiothoracic Imaging,心胸影像,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.radiology,4,HUMAN_KNOWLEDGE,"Imaging of the heart, lungs, and chest.",0,1
HK.medicine.clinical_medicine.radiology.diagnostic_radiology,Diagnostic Radiology,Diagnostic Radiology,诊断放射学,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.radiology,4,HUMAN_KNOWLEDGE,"Imaging of disease using X-ray, CT, MRI, and ultrasound.",0,1
HK.medicine.clinical_medicine.radiology.emergency_radiology,Emergency Radiology,Emergency Radiology,急诊放射学,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.radiology,4,HUMAN_KNOWLEDGE,Imaging in the emergency setting.,0,1
HK.medicine.clinical_medicine.radiology.interventional_radiology,Interventional Radiology,Interventional Radiology,介入放射学,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.radiology,4,HUMAN_KNOWLEDGE,Image-guided minimally invasive procedures.,0,1
HK.medicine.clinical_medicine.radiology.molecular_imaging,Molecular Imaging,Molecular Imaging,分子影像,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.radiology,4,HUMAN_KNOWLEDGE,Imaging of molecular and cellular processes in the body.,0,1
HK.medicine.clinical_medicine.radiology.musculoskeletal_radiology,Musculoskeletal Radiology,Musculoskeletal Radiology,肌骨影像,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.radiology,4,HUMAN_KNOWLEDGE,"Imaging of bones, joints, and soft tissues.",0,1
HK.medicine.clinical_medicine.radiology.neuroradiology,Neuroradiology,Neuroradiology,神经放射学,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.radiology,4,HUMAN_KNOWLEDGE,"Imaging of the brain, spine, and nervous system.",0,1
HK.medicine.clinical_medicine.radiology.nuclear_medicine,Nuclear Medicine,Nuclear Medicine,核医学,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.radiology,4,HUMAN_KNOWLEDGE,Use of radioactive tracers to diagnose and treat disease.,0,1
HK.medicine.clinical_medicine.radiology.pediatric_radiology,Pediatric Radiology,Pediatric Radiology,小儿放射学,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.radiology,4,HUMAN_KNOWLEDGE,Imaging of infants and children.,0,1
HK.medicine.clinical_medicine.radiology.radiation_oncology,Radiation Oncology,Radiation Oncology,放射肿瘤学,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.radiology,4,HUMAN_KNOWLEDGE,Treatment of cancer using ionizing radiation.,0,1
HK.medicine.clinical_medicine.rehabilitation_medicine,Rehabilitation Medicine,Rehabilitation Medicine,康复医学,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine,3,HUMAN_KNOWLEDGE,"Restoration of function after illness, injury, or disability.",0,1
HK.medicine.clinical_medicine.rehabilitation_medicine.amputee_rehabilitation,Amputee Rehabilitation,Amputee Rehabilitation,截肢康复,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.rehabilitation_medicine,4,HUMAN_KNOWLEDGE,Rehabilitation after limb loss.,0,1
HK.medicine.clinical_medicine.rehabilitation_medicine.brain_injury_medicine,Brain Injury Medicine,Brain Injury Medicine,脑损伤医学,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.rehabilitation_medicine,4,HUMAN_KNOWLEDGE,Care of patients with traumatic brain injury.,0,1
HK.medicine.clinical_medicine.rehabilitation_medicine.cardiac_rehabilitation,Cardiac Rehabilitation,Cardiac Rehabilitation,心脏康复,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.rehabilitation_medicine,4,HUMAN_KNOWLEDGE,Exercise and lifestyle therapy after heart disease.,0,1
HK.medicine.clinical_medicine.rehabilitation_medicine.musculoskeletal_rehabilitation,Musculoskeletal Rehabilitation,Musculoskeletal Rehabilitation,肌骨康复,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.rehabilitation_medicine,4,HUMAN_KNOWLEDGE,"Rehabilitation of muscle, bone, and joint disorders.",0,1
HK.medicine.clinical_medicine.rehabilitation_medicine.neurorehabilitation,Neurorehabilitation,Neurorehabilitation,神经康复,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.rehabilitation_medicine,4,HUMAN_KNOWLEDGE,Rehabilitation after brain and spinal cord injury.,0,1
HK.medicine.clinical_medicine.rehabilitation_medicine.pediatric_rehabilitation,Pediatric Rehabilitation,Pediatric Rehabilitation,儿童康复,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.rehabilitation_medicine,4,HUMAN_KNOWLEDGE,Rehabilitation of children with disability.,0,1
HK.medicine.clinical_medicine.rehabilitation_medicine.pulmonary_rehabilitation,Pulmonary Rehabilitation,Pulmonary Rehabilitation,肺康复,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.rehabilitation_medicine,4,HUMAN_KNOWLEDGE,Rehabilitation for chronic lung disease.,0,1
HK.medicine.clinical_medicine.rehabilitation_medicine.spinal_cord_injury_medicine,Spinal Cord Injury Medicine,Spinal Cord Injury Medicine,脊髓损伤医学,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.rehabilitation_medicine,4,HUMAN_KNOWLEDGE,Care of patients with spinal cord injury.,0,1
HK.medicine.clinical_medicine.sleep_medicine,Sleep Medicine,Sleep Medicine,睡眠医学,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine,3,HUMAN_KNOWLEDGE,Diagnosis and treatment of sleep disorders.,0,1
HK.medicine.clinical_medicine.sleep_medicine.circadian_rhythm_disorders,Circadian Rhythm Disorders,Circadian Rhythm Disorders,昼夜节律障碍,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.sleep_medicine,4,HUMAN_KNOWLEDGE,Disorders of the body clock and sleep-wake cycle.,0,1
HK.medicine.clinical_medicine.sleep_medicine.insomnia_medicine,Insomnia Medicine,Insomnia Medicine,失眠医学,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.sleep_medicine,4,HUMAN_KNOWLEDGE,Diagnosis and treatment of difficulty sleeping.,0,1
HK.medicine.clinical_medicine.sleep_medicine.parasomnias,Parasomnias,Parasomnias,异态睡眠,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.sleep_medicine,4,HUMAN_KNOWLEDGE,Abnormal behaviors during sleep such as sleepwalking.,0,1
HK.medicine.clinical_medicine.sleep_medicine.pediatric_sleep_medicine,Pediatric Sleep Medicine,Pediatric Sleep Medicine,儿童睡眠医学,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.sleep_medicine,4,HUMAN_KNOWLEDGE,Sleep disorders in children.,0,1
HK.medicine.clinical_medicine.sleep_medicine.sleep_disordered_breathing,Sleep Disordered Breathing,Sleep Disordered Breathing,睡眠呼吸障碍,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.sleep_medicine,4,HUMAN_KNOWLEDGE,Disorders such as obstructive sleep apnea.,0,1
HK.medicine.clinical_medicine.sports_medicine,Sports Medicine,Sports Medicine,运动医学,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine,3,HUMAN_KNOWLEDGE,Prevention and treatment of injuries related to sport and exercise.,0,1
HK.medicine.clinical_medicine.sports_medicine.sports_cardiology,Sports Cardiology,Sports Cardiology,运动心脏病学,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.sports_medicine,4,HUMAN_KNOWLEDGE,Cardiac evaluation and care of athletes.,0,1
HK.medicine.clinical_medicine.sports_medicine.sports_injury_management,Sports Injury Management,Sports Injury Management,运动损伤管理,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.sports_medicine,4,HUMAN_KNOWLEDGE,Diagnosis and treatment of athletic injuries.,0,1
HK.medicine.clinical_medicine.surgery,Surgery,Surgery,外科学,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine,3,HUMAN_KNOWLEDGE,Treatment of disease and injury by operative and manual procedures.,0,1
HK.medicine.clinical_medicine.surgery.breast_surgery,Breast Surgery,Breast Surgery,乳腺外科,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.surgery,4,HUMAN_KNOWLEDGE,Surgical treatment of breast disease and cancer.,0,1
HK.medicine.clinical_medicine.surgery.cardiothoracic_surgery,Cardiothoracic Surgery,Cardiothoracic Surgery,心胸外科,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.surgery,4,HUMAN_KNOWLEDGE,"Surgery of the heart, lungs, and chest organs.",0,1
HK.medicine.clinical_medicine.surgery.cardiothoracic_surgery.cardiac_surgery,Cardiac Surgery,Cardiac Surgery,心脏外科,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.surgery.cardiothoracic_surgery,5,HUMAN_KNOWLEDGE,Open-heart and coronary bypass surgery.,0,1
HK.medicine.clinical_medicine.surgery.cardiothoracic_surgery.thoracic_surgery,Thoracic Surgery,Thoracic Surgery,胸外科,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.surgery.cardiothoracic_surgery,5,HUMAN_KNOWLEDGE,"Surgery of the lungs, esophagus, and chest wall.",0,1
HK.medicine.clinical_medicine.surgery.colorectal_surgery,Colorectal Surgery,Colorectal Surgery,结直肠外科,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.surgery,4,HUMAN_KNOWLEDGE,"Surgical treatment of colon, rectum, and anus disorders.",0,1
HK.medicine.clinical_medicine.surgery.endocrine_surgery,Endocrine Surgery,Endocrine Surgery,内分泌外科,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.surgery,4,HUMAN_KNOWLEDGE,"Surgery of the thyroid, parathyroid, and adrenal glands.",0,1
HK.medicine.clinical_medicine.surgery.general_surgery,General Surgery,General Surgery,普通外科,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.surgery,4,HUMAN_KNOWLEDGE,"Surgical care of the abdomen, breast, skin, and soft tissues.",0,1
HK.medicine.clinical_medicine.surgery.hepatobiliary_surgery,Hepatobiliary Surgery,Hepatobiliary Surgery,肝胆胰外科,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.surgery,4,HUMAN_KNOWLEDGE,"Surgery of the liver, gallbladder, and bile ducts.",0,1
HK.medicine.clinical_medicine.surgery.minimally_invasive_surgery,Minimally Invasive Surgery,Minimally Invasive Surgery,微创外科,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.surgery,4,HUMAN_KNOWLEDGE,Surgery through small incisions using specialized instruments.,0,1
HK.medicine.clinical_medicine.surgery.minimally_invasive_surgery.endoscopic_surgery,Endoscopic Surgery,Endoscopic Surgery,内镜外科,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.surgery.minimally_invasive_surgery,5,HUMAN_KNOWLEDGE,Surgery performed through natural orifices or small scopes.,0,1
HK.medicine.clinical_medicine.surgery.minimally_invasive_surgery.laparoscopic_surgery,Laparoscopic Surgery,Laparoscopic Surgery,腹腔镜外科,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.surgery.minimally_invasive_surgery,5,HUMAN_KNOWLEDGE,Abdominal surgery performed through small ports.,0,1
HK.medicine.clinical_medicine.surgery.minimally_invasive_surgery.robotic_surgery,Robotic Surgery,Robotic Surgery,机器人外科,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.surgery.minimally_invasive_surgery,5,HUMAN_KNOWLEDGE,Surgery assisted by robotic systems.,0,1
HK.medicine.clinical_medicine.surgery.neurosurgery,Neurosurgery,Neurosurgery,神经外科,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.surgery,4,HUMAN_KNOWLEDGE,"Surgical treatment of brain, spine, and nerve disorders.",0,1
HK.medicine.clinical_medicine.surgery.neurosurgery.functional_neurosurgery,Functional Neurosurgery,Functional Neurosurgery,功能神经外科,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.surgery.neurosurgery,5,HUMAN_KNOWLEDGE,"Surgery for movement disorders, epilepsy, and pain.",0,1
HK.medicine.clinical_medicine.surgery.neurosurgery.neurovascular_surgery,Neurovascular Surgery,Neurovascular Surgery,脑血管外科,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.surgery.neurosurgery,5,HUMAN_KNOWLEDGE,Surgery of brain blood vessels and aneurysms.,0,1
HK.medicine.clinical_medicine.surgery.neurosurgery.pediatric_neurosurgery,Pediatric Neurosurgery,Pediatric Neurosurgery,小儿神经外科,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.surgery.neurosurgery,5,HUMAN_KNOWLEDGE,Neurosurgery of infants and children.,0,1
HK.medicine.clinical_medicine.surgery.neurosurgery.spine_surgery,Spine Surgery,Spine Surgery,脊柱外科,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.surgery.neurosurgery,5,HUMAN_KNOWLEDGE,Surgical treatment of spinal disorders.,0,1
HK.medicine.clinical_medicine.surgery.orthopedic_surgery,Orthopedic Surgery,Orthopedic Surgery,骨外科,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.surgery,4,HUMAN_KNOWLEDGE,Surgical treatment of the musculoskeletal system.,0,1
HK.medicine.clinical_medicine.surgery.orthopedic_surgery.arthroplasty,Arthroplasty,Arthroplasty,关节置换,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.surgery.orthopedic_surgery,5,HUMAN_KNOWLEDGE,Surgical replacement of joints.,0,1
HK.medicine.clinical_medicine.surgery.orthopedic_surgery.foot_and_ankle_surgery,Foot and Ankle Surgery,Foot and Ankle Surgery,足踝外科,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.surgery.orthopedic_surgery,5,HUMAN_KNOWLEDGE,Surgical treatment of foot and ankle disorders.,0,1
HK.medicine.clinical_medicine.surgery.orthopedic_surgery.pediatric_orthopedics,Pediatric Orthopedics,Pediatric Orthopedics,小儿骨科,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.surgery.orthopedic_surgery,5,HUMAN_KNOWLEDGE,Orthopedic care of children.,0,1
HK.medicine.clinical_medicine.surgery.orthopedic_surgery.sports_orthopedics,Sports Orthopedics,Sports Orthopedics,运动骨科,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.surgery.orthopedic_surgery,5,HUMAN_KNOWLEDGE,Orthopedic care of sports-related injuries.,0,1
HK.medicine.clinical_medicine.surgery.orthopedic_surgery.trauma_orthopedics,Trauma Orthopedics,Trauma Orthopedics,创伤骨科,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.surgery.orthopedic_surgery,5,HUMAN_KNOWLEDGE,Surgical treatment of fractures and musculoskeletal trauma.,0,1
HK.medicine.clinical_medicine.surgery.pediatric_surgery,Pediatric Surgery,Pediatric Surgery,小儿外科,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.surgery,4,HUMAN_KNOWLEDGE,Surgical care of infants and children.,0,1
HK.medicine.clinical_medicine.surgery.pediatric_surgery.fetal_surgery,Fetal Surgery,Fetal Surgery,胎儿外科,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.surgery.pediatric_surgery,5,HUMAN_KNOWLEDGE,Surgery performed on the fetus before birth.,0,1
HK.medicine.clinical_medicine.surgery.pediatric_surgery.neonatal_surgery,Neonatal Surgery,Neonatal Surgery,新生儿外科,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.surgery.pediatric_surgery,5,HUMAN_KNOWLEDGE,Surgery of newborn infants.,0,1
HK.medicine.clinical_medicine.surgery.plastic_surgery,Plastic Surgery,Plastic Surgery,整形外科,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.surgery,4,HUMAN_KNOWLEDGE,Reconstruction and aesthetic alteration of body form.,0,1
HK.medicine.clinical_medicine.surgery.plastic_surgery.aesthetic_surgery,Aesthetic Surgery,Aesthetic Surgery,美容外科,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.surgery.plastic_surgery,5,HUMAN_KNOWLEDGE,"Surgery to improve appearance, also known as cosmetic surgery.",0,1
HK.medicine.clinical_medicine.surgery.plastic_surgery.burn_surgery,Burn Surgery,Burn Surgery,烧伤外科,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.surgery.plastic_surgery,5,HUMAN_KNOWLEDGE,Surgical treatment of burns and their sequelae.,0,1
HK.medicine.clinical_medicine.surgery.plastic_surgery.craniofacial_surgery,Craniofacial Surgery,Craniofacial Surgery,颅面外科,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.surgery.plastic_surgery,5,HUMAN_KNOWLEDGE,Surgery of congenital and acquired skull and face deformities.,0,1
HK.medicine.clinical_medicine.surgery.plastic_surgery.hand_surgery,Hand Surgery,Hand Surgery,手外科,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.surgery.plastic_surgery,5,HUMAN_KNOWLEDGE,Surgical treatment of hand and wrist disorders.,0,1
HK.medicine.clinical_medicine.surgery.plastic_surgery.microsurgery,Microsurgery,Microsurgery,显微外科,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.surgery.plastic_surgery,5,HUMAN_KNOWLEDGE,Surgery using microscopes to repair small structures.,0,1
HK.medicine.clinical_medicine.surgery.plastic_surgery.reconstructive_surgery,Reconstructive Surgery,Reconstructive Surgery,重建外科,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.surgery.plastic_surgery,5,HUMAN_KNOWLEDGE,Restoration of form and function after injury or disease.,0,1
HK.medicine.clinical_medicine.surgery.surgical_oncology,Surgical Oncology,Surgical Oncology,肿瘤外科,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.surgery,4,HUMAN_KNOWLEDGE,Surgical removal of tumors as part of cancer treatment.,0,1
HK.medicine.clinical_medicine.surgery.transplant_surgery,Transplant Surgery,Transplant Surgery,移植外科,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.surgery,4,HUMAN_KNOWLEDGE,Surgical transplantation of organs and tissues.,0,1
HK.medicine.clinical_medicine.surgery.trauma_surgery,Trauma Surgery,Trauma Surgery,创伤外科,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.surgery,4,HUMAN_KNOWLEDGE,Surgical care of severe physical injuries.,0,1
HK.medicine.clinical_medicine.surgery.urology,Urology,Urology,泌尿外科,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.surgery,4,HUMAN_KNOWLEDGE,Surgical treatment of the urinary tract and male reproductive system.,0,1
HK.medicine.clinical_medicine.surgery.urology.andrology,Andrology,Andrology,男科学,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.surgery.urology,5,HUMAN_KNOWLEDGE,Disorders of the male reproductive system.,0,1
HK.medicine.clinical_medicine.surgery.urology.endourology,Endourology,Endourology,腔内泌尿外科,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.surgery.urology,5,HUMAN_KNOWLEDGE,Minimally invasive treatment of urinary stones and obstruction.,0,1
HK.medicine.clinical_medicine.surgery.urology.female_urology,Female Urology,Female Urology,女性泌尿外科,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.surgery.urology,5,HUMAN_KNOWLEDGE,Urologic disorders of women including incontinence.,0,1
HK.medicine.clinical_medicine.surgery.urology.pediatric_urology,Pediatric Urology,Pediatric Urology,小儿泌尿外科,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.surgery.urology,5,HUMAN_KNOWLEDGE,Urologic care of children.,0,1
HK.medicine.clinical_medicine.surgery.urology.urologic_oncology,Urologic Oncology,Urologic Oncology,泌尿肿瘤,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.surgery.urology,5,HUMAN_KNOWLEDGE,Surgical treatment of urologic cancers.,0,1
HK.medicine.clinical_medicine.surgery.vascular_surgery,Vascular Surgery,Vascular Surgery,血管外科,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.surgery,4,HUMAN_KNOWLEDGE,Surgical treatment of blood vessel disorders.,0,1
HK.medicine.clinical_medicine.tropical_medicine,Tropical Medicine,Tropical Medicine,热带医学,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine,3,HUMAN_KNOWLEDGE,Diseases and conditions prevalent in tropical regions.,0,1
HK.medicine.clinical_medicine.tropical_medicine.neglected_tropical_diseases,Neglected Tropical Diseases,Neglected Tropical Diseases,被忽视的热带病,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.tropical_medicine,4,HUMAN_KNOWLEDGE,Poverty-associated infectious diseases of the tropics.,0,1
HK.medicine.clinical_medicine.tropical_medicine.travel_medicine,Travel Medicine,Travel Medicine,旅行医学,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.tropical_medicine,4,HUMAN_KNOWLEDGE,Health advice and care for international travelers.,0,1
HK.medicine.clinical_medicine.tropical_medicine.vector_borne_diseases,Vector-Borne Diseases,Vector-Borne Diseases,虫媒疾病,KNOWLEDGE_FIELD,HK.medicine.clinical_medicine.tropical_medicine,4,HUMAN_KNOWLEDGE,Diseases transmitted by insects and arthropods.,0,1
HK.medicine.complementary_and_alternative_medicine,Complementary and Alternative Medicine,Complementary and Alternative Medicine,补充与替代医学,KNOWLEDGE_FIELD,HK.medicine,2,HUMAN_KNOWLEDGE,Non-mainstream therapeutic systems and practices used alongside or instead of conventional medicine.,0,1
HK.medicine.complementary_and_alternative_medicine.aromatherapy,Aromatherapy,Aromatherapy,芳香疗法,KNOWLEDGE_FIELD,HK.medicine.complementary_and_alternative_medicine,3,HUMAN_KNOWLEDGE,Therapeutic use of plant essential oils.,0,1
HK.medicine.complementary_and_alternative_medicine.chiropractic,Chiropractic,Chiropractic,脊骨神经医学,KNOWLEDGE_FIELD,HK.medicine.complementary_and_alternative_medicine,3,HUMAN_KNOWLEDGE,Manual treatment focused on the spine and nervous system.,0,0
HK.medicine.complementary_and_alternative_medicine.energy_medicine,Energy Medicine,Energy Medicine,能量医学,KNOWLEDGE_FIELD,HK.medicine.complementary_and_alternative_medicine,3,HUMAN_KNOWLEDGE,Therapies based on manipulation of bioenergy fields.,0,0
HK.medicine.complementary_and_alternative_medicine.energy_medicine.reiki,Reiki,Reiki,灵气疗法,KNOWLEDGE_FIELD,HK.medicine.complementary_and_alternative_medicine.energy_medicine,4,HUMAN_KNOWLEDGE,Japanese energy healing by hand placement.,0,0
HK.medicine.complementary_and_alternative_medicine.energy_medicine.therapeutic_touch,Therapeutic Touch,Therapeutic Touch,治疗性抚触,KNOWLEDGE_FIELD,HK.medicine.complementary_and_alternative_medicine.energy_medicine,4,HUMAN_KNOWLEDGE,Energy healing by modulating the human energy field.,0,0
HK.medicine.complementary_and_alternative_medicine.homeopathy,Homeopathy,Homeopathy,顺势疗法,KNOWLEDGE_FIELD,HK.medicine.complementary_and_alternative_medicine,3,HUMAN_KNOWLEDGE,System treating disease with highly diluted substances.,0,0
HK.medicine.complementary_and_alternative_medicine.homeopathy.classical_homeopathy,Classical Homeopathy,Classical Homeopathy,经典顺势疗法,KNOWLEDGE_FIELD,HK.medicine.complementary_and_alternative_medicine.homeopathy,4,HUMAN_KNOWLEDGE,Homeopathy based on single-remedy prescribing.,0,0
HK.medicine.complementary_and_alternative_medicine.homeopathy.homeopathic_materia_medica,Homeopathic Materia Medica,Homeopathic Materia Medica,顺势疗法药物学,KNOWLEDGE_FIELD,HK.medicine.complementary_and_alternative_medicine.homeopathy,4,HUMAN_KNOWLEDGE,Compendium of homeopathic remedies.,0,0
HK.medicine.complementary_and_alternative_medicine.massage_therapy,Massage Therapy,Massage Therapy,按摩疗法,KNOWLEDGE_FIELD,HK.medicine.complementary_and_alternative_medicine,3,HUMAN_KNOWLEDGE,Manipulation of soft tissues for therapeutic purposes.,0,1
HK.medicine.complementary_and_alternative_medicine.massage_therapy.deep_tissue_massage,Deep Tissue Massage,Deep Tissue Massage,深层组织按摩,KNOWLEDGE_FIELD,HK.medicine.complementary_and_alternative_medicine.massage_therapy,4,HUMAN_KNOWLEDGE,Massage targeting deeper muscle layers.,0,1
HK.medicine.complementary_and_alternative_medicine.massage_therapy.sports_massage,Sports Massage,Sports Massage,运动按摩,KNOWLEDGE_FIELD,HK.medicine.complementary_and_alternative_medicine.massage_therapy,4,HUMAN_KNOWLEDGE,Massage for athletic performance and recovery.,0,1
HK.medicine.complementary_and_alternative_medicine.massage_therapy.swedish_massage,Swedish Massage,Swedish Massage,瑞典式按摩,KNOWLEDGE_FIELD,HK.medicine.complementary_and_alternative_medicine.massage_therapy,4,HUMAN_KNOWLEDGE,Classic Western massage using long strokes and kneading.,0,0
HK.medicine.complementary_and_alternative_medicine.mind_body_medicine,Mind-Body Medicine,Mind-Body Medicine,心身医学,KNOWLEDGE_FIELD,HK.medicine.complementary_and_alternative_medicine,3,HUMAN_KNOWLEDGE,Practices linking mental and physical health.,0,1
HK.medicine.complementary_and_alternative_medicine.mind_body_medicine.biofeedback,Biofeedback,Biofeedback,生物反馈,KNOWLEDGE_FIELD,HK.medicine.complementary_and_alternative_medicine.mind_body_medicine,4,HUMAN_KNOWLEDGE,Use of physiological feedback to gain self-regulation.,0,1
HK.medicine.complementary_and_alternative_medicine.mind_body_medicine.guided_imagery,Guided Imagery,Guided Imagery,引导想象,KNOWLEDGE_FIELD,HK.medicine.complementary_and_alternative_medicine.mind_body_medicine,4,HUMAN_KNOWLEDGE,Use of mental imagery for healing.,0,1
HK.medicine.complementary_and_alternative_medicine.mind_body_medicine.meditation_therapy,Meditation Therapy,Meditation Therapy,冥想疗法,KNOWLEDGE_FIELD,HK.medicine.complementary_and_alternative_medicine.mind_body_medicine,4,HUMAN_KNOWLEDGE,Use of meditation for health and stress reduction.,0,1
HK.medicine.complementary_and_alternative_medicine.naturopathy,Naturopathy,Naturopathy,自然疗法,KNOWLEDGE_FIELD,HK.medicine.complementary_and_alternative_medicine,3,HUMAN_KNOWLEDGE,System emphasizing natural remedies and self-healing.,0,0
HK.medicine.complementary_and_alternative_medicine.naturopathy.clinical_naturopathy,Clinical Naturopathy,Clinical Naturopathy,临床自然疗法,KNOWLEDGE_FIELD,HK.medicine.complementary_and_alternative_medicine.naturopathy,4,HUMAN_KNOWLEDGE,Application of naturopathic principles in clinical care.,0,0
HK.medicine.complementary_and_alternative_medicine.naturopathy.hydrotherapy,Hydrotherapy,Hydrotherapy,水疗,KNOWLEDGE_FIELD,HK.medicine.complementary_and_alternative_medicine.naturopathy,4,HUMAN_KNOWLEDGE,Therapeutic use of water.,0,1
HK.medicine.complementary_and_alternative_medicine.osteopathy,Osteopathy,Osteopathy,整骨疗法,KNOWLEDGE_FIELD,HK.medicine.complementary_and_alternative_medicine,3,HUMAN_KNOWLEDGE,Manual medicine emphasizing musculoskeletal manipulation.,0,0
HK.medicine.complementary_and_alternative_medicine.reflexology,Reflexology,Reflexology,反射疗法,KNOWLEDGE_FIELD,HK.medicine.complementary_and_alternative_medicine,3,HUMAN_KNOWLEDGE,Pressure applied to reflex points of feet and hands.,0,0
HK.medicine.complementary_and_alternative_medicine.western_herbalism,Western Herbalism,Western Herbalism,西方草药学,KNOWLEDGE_FIELD,HK.medicine.complementary_and_alternative_medicine,3,HUMAN_KNOWLEDGE,European and North American herbal medicine traditions.,0,0
HK.medicine.environmental_medicine,Environmental Medicine,Environmental Medicine,环境医学,KNOWLEDGE_FIELD,HK.medicine,2,HUMAN_KNOWLEDGE,"Medical effects of, and clinical care under, extreme environmental conditions.",0,1
