:ID,:LABEL,id:ID,name,name_zh,type,universe,level:INT
HK.mathematics.numerical_mathematics.numerical_analysis,Node;KNOWLEDGE_FIELD,HK.mathematics.numerical_mathematics.numerical_analysis,Numerical Analysis,数值分析,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.mathematics.numerical_mathematics.numerical_analysis.error_analysis,Node;KNOWLEDGE_FIELD,HK.mathematics.numerical_mathematics.numerical_analysis.error_analysis,Error Analysis,误差分析,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.numerical_mathematics.numerical_analysis.interpolation,Node;KNOWLEDGE_FIELD,HK.mathematics.numerical_mathematics.numerical_analysis.interpolation,Interpolation,插值,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.numerical_mathematics.numerical_analysis.numerical_integration,Node;KNOWLEDGE_FIELD,HK.mathematics.numerical_mathematics.numerical_analysis.numerical_integration,Numerical Integration,数值积分,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.numerical_mathematics.numerical_analysis.root_finding,Node;KNOWLEDGE_FIELD,HK.mathematics.numerical_mathematics.numerical_analysis.root_finding,Root Finding,求根,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.numerical_mathematics.numerical_linear_algebra,Node;KNOWLEDGE_FIELD,HK.mathematics.numerical_mathematics.numerical_linear_algebra,Numerical Linear Algebra,数值线性代数,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.mathematics.numerical_mathematics.numerical_linear_algebra.eigenvalue_algorithms,Node;KNOWLEDGE_FIELD,HK.mathematics.numerical_mathematics.numerical_linear_algebra.eigenvalue_algorithms,Eigenvalue Algorithms,特征值算法,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.numerical_mathematics.numerical_linear_algebra.iterative_methods,Node;KNOWLEDGE_FIELD,HK.mathematics.numerical_mathematics.numerical_linear_algebra.iterative_methods,Iterative Methods,迭代法,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.numerical_mathematics.numerical_linear_algebra.matrix_factorizations,Node;KNOWLEDGE_FIELD,HK.mathematics.numerical_mathematics.numerical_linear_algebra.matrix_factorizations,Matrix Factorizations,矩阵分解,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.numerical_mathematics.numerical_linear_algebra.sparse_matrix_methods,Node;KNOWLEDGE_FIELD,HK.mathematics.numerical_mathematics.numerical_linear_algebra.sparse_matrix_methods,Sparse Matrix Methods,稀疏矩阵方法,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.numerical_mathematics.numerical_odes,Node;KNOWLEDGE_FIELD,HK.mathematics.numerical_mathematics.numerical_odes,Numerical ODEs,常微分方程数值解,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.mathematics.numerical_mathematics.numerical_pdes,Node;KNOWLEDGE_FIELD,HK.mathematics.numerical_mathematics.numerical_pdes,Numerical PDEs,偏微分方程数值解,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.mathematics.numerical_mathematics.spectral_methods,Node;KNOWLEDGE_FIELD,HK.mathematics.numerical_mathematics.spectral_methods,Spectral Methods,谱方法,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.mathematics.optimization,Node;KNOWLEDGE_FIELD,HK.mathematics.optimization,Optimization,最优化,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,2
HK.mathematics.optimization.combinatorial_optimization,Node;KNOWLEDGE_FIELD,HK.mathematics.optimization.combinatorial_optimization,Combinatorial Optimization,组合优化,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.mathematics.optimization.combinatorial_optimization.matching_algorithms,Node;KNOWLEDGE_FIELD,HK.mathematics.optimization.combinatorial_optimization.matching_algorithms,Matching Algorithms,匹配算法,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.optimization.combinatorial_optimization.matroid_optimization,Node;KNOWLEDGE_FIELD,HK.mathematics.optimization.combinatorial_optimization.matroid_optimization,Matroid Optimization,拟阵优化,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.optimization.combinatorial_optimization.shortest_path_problems,Node;KNOWLEDGE_FIELD,HK.mathematics.optimization.combinatorial_optimization.shortest_path_problems,Shortest Path Problems,最短路径问题,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.optimization.combinatorial_optimization.traveling_salesman_problem,Node;KNOWLEDGE_FIELD,HK.mathematics.optimization.combinatorial_optimization.traveling_salesman_problem,Traveling Salesman Problem,旅行商问题,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.optimization.continuous_optimization,Node;KNOWLEDGE_FIELD,HK.mathematics.optimization.continuous_optimization,Continuous Optimization,连续优化,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.mathematics.optimization.convex_optimization,Node;KNOWLEDGE_FIELD,HK.mathematics.optimization.convex_optimization,Convex Optimization,凸优化,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.mathematics.optimization.convex_optimization.conic_programming,Node;KNOWLEDGE_FIELD,HK.mathematics.optimization.convex_optimization.conic_programming,Conic Programming,锥规划,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.optimization.convex_optimization.convex_analysis,Node;KNOWLEDGE_FIELD,HK.mathematics.optimization.convex_optimization.convex_analysis,Convex Analysis,凸分析,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.optimization.convex_optimization.proximal_algorithms,Node;KNOWLEDGE_FIELD,HK.mathematics.optimization.convex_optimization.proximal_algorithms,Proximal Algorithms,邻近算法,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.optimization.convex_optimization.subgradient_methods,Node;KNOWLEDGE_FIELD,HK.mathematics.optimization.convex_optimization.subgradient_methods,Subgradient Methods,次梯度方法,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.optimization.dynamic_programming,Node;KNOWLEDGE_FIELD,HK.mathematics.optimization.dynamic_programming,Dynamic Programming,动态规划,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.mathematics.optimization.global_optimization,Node;KNOWLEDGE_FIELD,HK.mathematics.optimization.global_optimization,Global Optimization,全局优化,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.mathematics.optimization.integer_programming,Node;KNOWLEDGE_FIELD,HK.mathematics.optimization.integer_programming,Integer Programming,整数规划,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.mathematics.optimization.linear_programming,Node;KNOWLEDGE_FIELD,HK.mathematics.optimization.linear_programming,Linear Programming,线性规划,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.mathematics.optimization.linear_programming.duality_theory,Node;KNOWLEDGE_FIELD,HK.mathematics.optimization.linear_programming.duality_theory,Duality Theory,对偶理论,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.optimization.linear_programming.interior_point_methods,Node;KNOWLEDGE_FIELD,HK.mathematics.optimization.linear_programming.interior_point_methods,Interior Point Methods,内点法,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.optimization.linear_programming.simplex_method,Node;KNOWLEDGE_FIELD,HK.mathematics.optimization.linear_programming.simplex_method,Simplex Method,单纯形法,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.optimization.multiobjective_optimization,Node;KNOWLEDGE_FIELD,HK.mathematics.optimization.multiobjective_optimization,Multiobjective Optimization,多目标优化,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.mathematics.optimization.nonlinear_programming,Node;KNOWLEDGE_FIELD,HK.mathematics.optimization.nonlinear_programming,Nonlinear Programming,非线性规划,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.mathematics.optimization.semidefinite_programming,Node;KNOWLEDGE_FIELD,HK.mathematics.optimization.semidefinite_programming,Semidefinite Programming,半定规划,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.mathematics.optimization.stochastic_optimization,Node;KNOWLEDGE_FIELD,HK.mathematics.optimization.stochastic_optimization,Stochastic Optimization,随机优化,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.mathematics.probability,Node;KNOWLEDGE_FIELD,HK.mathematics.probability,Probability,概率论,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,2
HK.mathematics.probability.extreme_value_theory,Node;KNOWLEDGE_FIELD,HK.mathematics.probability.extreme_value_theory,Extreme Value Theory,极值理论,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.mathematics.probability.large_deviations,Node;KNOWLEDGE_FIELD,HK.mathematics.probability.large_deviations,Large Deviations,大偏差理论,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.mathematics.probability.percolation_theory,Node;KNOWLEDGE_FIELD,HK.mathematics.probability.percolation_theory,Percolation Theory,渗流理论,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.mathematics.probability.probability_theory,Node;KNOWLEDGE_FIELD,HK.mathematics.probability.probability_theory,Probability Theory,概率论,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.mathematics.probability.probability_theory.concentration_inequalities,Node;KNOWLEDGE_FIELD,HK.mathematics.probability.probability_theory.concentration_inequalities,Concentration Inequalities,集中不等式,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.probability.probability_theory.coupling,Node;KNOWLEDGE_FIELD,HK.mathematics.probability.probability_theory.coupling,Coupling,耦合,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.probability.probability_theory.limit_theorems,Node;KNOWLEDGE_FIELD,HK.mathematics.probability.probability_theory.limit_theorems,Limit Theorems,极限定理,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.probability.probability_theory.measure_theoretic_probability,Node;KNOWLEDGE_FIELD,HK.mathematics.probability.probability_theory.measure_theoretic_probability,Measure-Theoretic Probability,测度论概率,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.probability.random_graphs,Node;KNOWLEDGE_FIELD,HK.mathematics.probability.random_graphs,Random Graphs,随机图,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.mathematics.probability.random_matrices,Node;KNOWLEDGE_FIELD,HK.mathematics.probability.random_matrices,Random Matrices,随机矩阵,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.mathematics.probability.stochastic_calculus,Node;KNOWLEDGE_FIELD,HK.mathematics.probability.stochastic_calculus,Stochastic Calculus,随机分析,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.mathematics.probability.stochastic_processes,Node;KNOWLEDGE_FIELD,HK.mathematics.probability.stochastic_processes,Stochastic Processes,随机过程,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.mathematics.probability.stochastic_processes.brownian_motion,Node;KNOWLEDGE_FIELD,HK.mathematics.probability.stochastic_processes.brownian_motion,Brownian Motion,布朗运动,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.probability.stochastic_processes.gaussian_processes,Node;KNOWLEDGE_FIELD,HK.mathematics.probability.stochastic_processes.gaussian_processes,Gaussian Processes,高斯过程,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.probability.stochastic_processes.levy_processes,Node;KNOWLEDGE_FIELD,HK.mathematics.probability.stochastic_processes.levy_processes,Lévy Processes,Lévy过程,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.probability.stochastic_processes.markov_processes,Node;KNOWLEDGE_FIELD,HK.mathematics.probability.stochastic_processes.markov_processes,Markov Processes,马尔可夫过程,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.probability.stochastic_processes.martingales,Node;KNOWLEDGE_FIELD,HK.mathematics.probability.stochastic_processes.martingales,Martingales,鞅,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.probability.stochastic_processes.point_processes,Node;KNOWLEDGE_FIELD,HK.mathematics.probability.stochastic_processes.point_processes,Point Processes,点过程,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.statistics,Node;KNOWLEDGE_FIELD,HK.mathematics.statistics,Statistics,统计学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,2
HK.mathematics.statistics.bayesian_statistics,Node;KNOWLEDGE_FIELD,HK.mathematics.statistics.bayesian_statistics,Bayesian Statistics,贝叶斯统计,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.mathematics.statistics.bayesian_statistics.bayesian_nonparametrics,Node;KNOWLEDGE_FIELD,HK.mathematics.statistics.bayesian_statistics.bayesian_nonparametrics,Bayesian Nonparametrics,贝叶斯非参数,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.statistics.bayesian_statistics.hierarchical_models,Node;KNOWLEDGE_FIELD,HK.mathematics.statistics.bayesian_statistics.hierarchical_models,Hierarchical Models,层次模型,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.statistics.bayesian_statistics.markov_chain_monte_carlo,Node;KNOWLEDGE_FIELD,HK.mathematics.statistics.bayesian_statistics.markov_chain_monte_carlo,Markov Chain Monte Carlo,马尔可夫链蒙特卡洛,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.statistics.bayesian_statistics.variational_inference,Node;KNOWLEDGE_FIELD,HK.mathematics.statistics.bayesian_statistics.variational_inference,Variational Inference,变分推断,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.statistics.causal_inference,Node;KNOWLEDGE_FIELD,HK.mathematics.statistics.causal_inference,Causal Inference,因果推断,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.mathematics.statistics.experimental_design,Node;KNOWLEDGE_FIELD,HK.mathematics.statistics.experimental_design,Experimental Design,实验设计,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.mathematics.statistics.frequentist_inference,Node;KNOWLEDGE_FIELD,HK.mathematics.statistics.frequentist_inference,Frequentist Inference,频率学派推断,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.mathematics.statistics.multivariate_analysis,Node;KNOWLEDGE_FIELD,HK.mathematics.statistics.multivariate_analysis,Multivariate Analysis,多元分析,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.mathematics.statistics.nonparametric_statistics,Node;KNOWLEDGE_FIELD,HK.mathematics.statistics.nonparametric_statistics,Nonparametric Statistics,非参数统计,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.mathematics.statistics.regression_analysis,Node;KNOWLEDGE_FIELD,HK.mathematics.statistics.regression_analysis,Regression Analysis,回归分析,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.mathematics.statistics.sampling_theory,Node;KNOWLEDGE_FIELD,HK.mathematics.statistics.sampling_theory,Sampling Theory,抽样理论,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.mathematics.statistics.spatial_statistics,Node;KNOWLEDGE_FIELD,HK.mathematics.statistics.spatial_statistics,Spatial Statistics,空间统计,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.mathematics.statistics.statistical_theory,Node;KNOWLEDGE_FIELD,HK.mathematics.statistics.statistical_theory,Statistical Theory,统计理论,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.mathematics.statistics.statistical_theory.asymptotic_theory,Node;KNOWLEDGE_FIELD,HK.mathematics.statistics.statistical_theory.asymptotic_theory,Asymptotic Theory,渐近理论,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.statistics.statistical_theory.decision_theory,Node;KNOWLEDGE_FIELD,HK.mathematics.statistics.statistical_theory.decision_theory,Decision Theory,决策理论,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.statistics.statistical_theory.estimation_theory,Node;KNOWLEDGE_FIELD,HK.mathematics.statistics.statistical_theory.estimation_theory,Estimation Theory,估计理论,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.statistics.statistical_theory.hypothesis_testing,Node;KNOWLEDGE_FIELD,HK.mathematics.statistics.statistical_theory.hypothesis_testing,Hypothesis Testing,假设检验,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.statistics.survival_analysis,Node;KNOWLEDGE_FIELD,HK.mathematics.statistics.survival_analysis,Survival Analysis,生存分析,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.mathematics.statistics.time_series_analysis,Node;KNOWLEDGE_FIELD,HK.mathematics.statistics.time_series_analysis,Time Series Analysis,时间序列分析,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.mathematics.topology,Node;KNOWLEDGE_FIELD,HK.mathematics.topology,Topology,拓扑学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,2
HK.mathematics.topology.algebraic_topology,Node;KNOWLEDGE_FIELD,HK.mathematics.topology.algebraic_topology,Algebraic Topology,代数拓扑,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.mathematics.topology.algebraic_topology.cohomology_theory,Node;KNOWLEDGE_FIELD,HK.mathematics.topology.algebraic_topology.cohomology_theory,Cohomology Theory,上同调论,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.topology.algebraic_topology.fibration_theory,Node;KNOWLEDGE_FIELD,HK.mathematics.topology.algebraic_topology.fibration_theory,Fibration Theory,纤维化理论,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.topology.algebraic_topology.homology_theory,Node;KNOWLEDGE_FIELD,HK.mathematics.topology.algebraic_topology.homology_theory,Homology Theory,同调论,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.topology.algebraic_topology.homotopy_groups,Node;KNOWLEDGE_FIELD,HK.mathematics.topology.algebraic_topology.homotopy_groups,Homotopy Groups,同伦群,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.topology.algebraic_topology.k_theory,Node;KNOWLEDGE_FIELD,HK.mathematics.topology.algebraic_topology.k_theory,K-Theory,K理论,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.topology.algebraic_topology.stable_homotopy_theory,Node;KNOWLEDGE_FIELD,HK.mathematics.topology.algebraic_topology.stable_homotopy_theory,Stable Homotopy Theory,稳定同伦论,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.topology.differential_topology,Node;KNOWLEDGE_FIELD,HK.mathematics.topology.differential_topology,Differential Topology,微分拓扑,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.mathematics.topology.differential_topology.characteristic_classes,Node;KNOWLEDGE_FIELD,HK.mathematics.topology.differential_topology.characteristic_classes,Characteristic Classes,示性类,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.topology.differential_topology.cobordism_theory,Node;KNOWLEDGE_FIELD,HK.mathematics.topology.differential_topology.cobordism_theory,Cobordism Theory,配边理论,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.topology.differential_topology.foliations,Node;KNOWLEDGE_FIELD,HK.mathematics.topology.differential_topology.foliations,Foliations,叶状结构,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.topology.differential_topology.morse_theory,Node;KNOWLEDGE_FIELD,HK.mathematics.topology.differential_topology.morse_theory,Morse Theory,莫尔斯理论,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.topology.differential_topology.surgery_theory,Node;KNOWLEDGE_FIELD,HK.mathematics.topology.differential_topology.surgery_theory,Surgery Theory,割补理论,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.topology.general_topology,Node;KNOWLEDGE_FIELD,HK.mathematics.topology.general_topology,General Topology,点集拓扑,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.mathematics.topology.general_topology.metric_spaces,Node;KNOWLEDGE_FIELD,HK.mathematics.topology.general_topology.metric_spaces,Metric Spaces,度量空间,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.topology.general_topology.set_theoretic_topology,Node;KNOWLEDGE_FIELD,HK.mathematics.topology.general_topology.set_theoretic_topology,Set-Theoretic Topology,集合论拓扑,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.topology.general_topology.topological_dynamics,Node;KNOWLEDGE_FIELD,HK.mathematics.topology.general_topology.topological_dynamics,Topological Dynamics,拓扑动力学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.topology.general_topology.topological_groups,Node;KNOWLEDGE_FIELD,HK.mathematics.topology.general_topology.topological_groups,Topological Groups,拓扑群,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.topology.geometric_topology,Node;KNOWLEDGE_FIELD,HK.mathematics.topology.geometric_topology,Geometric Topology,几何拓扑,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.mathematics.topology.geometric_topology.four_manifolds,Node;KNOWLEDGE_FIELD,HK.mathematics.topology.geometric_topology.four_manifolds,4-Manifolds,四维流形,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.topology.geometric_topology.manifold_theory,Node;KNOWLEDGE_FIELD,HK.mathematics.topology.geometric_topology.manifold_theory,Manifold Theory,流形论,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.topology.geometric_topology.mapping_class_groups,Node;KNOWLEDGE_FIELD,HK.mathematics.topology.geometric_topology.mapping_class_groups,Mapping Class Groups,映射类群,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.topology.geometric_topology.three_manifolds,Node;KNOWLEDGE_FIELD,HK.mathematics.topology.geometric_topology.three_manifolds,3-Manifolds,三维流形,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.topology.homotopy_theory,Node;KNOWLEDGE_FIELD,HK.mathematics.topology.homotopy_theory,Homotopy Theory,同伦论,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.mathematics.topology.homotopy_theory.infinity_categories,Node;KNOWLEDGE_FIELD,HK.mathematics.topology.homotopy_theory.infinity_categories,Infinity Categories,无穷范畴,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.topology.homotopy_theory.model_categories,Node;KNOWLEDGE_FIELD,HK.mathematics.topology.homotopy_theory.model_categories,Model Categories,模型范畴,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.mathematics.topology.knot_theory,Node;KNOWLEDGE_FIELD,HK.mathematics.topology.knot_theory,Knot Theory,纽结理论,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.mathematics.topology.low_dimensional_topology,Node;KNOWLEDGE_FIELD,HK.mathematics.topology.low_dimensional_topology,Low-Dimensional Topology,低维拓扑,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.mathematics.topology.sheaf_theory,Node;KNOWLEDGE_FIELD,HK.mathematics.topology.sheaf_theory,Sheaf Theory,层论,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.medicine,Node;KNOWLEDGE_FIELD,HK.medicine,Medicine,医学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,1
HK.medicine.basic_medical_sciences,Node;KNOWLEDGE_FIELD,HK.medicine.basic_medical_sciences,Basic Medical Sciences,基础医学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,2
HK.medicine.basic_medical_sciences.anatomy,Node;KNOWLEDGE_FIELD,HK.medicine.basic_medical_sciences.anatomy,Anatomy,解剖学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,3
HK.medicine.basic_medical_sciences.anatomy.clinical_anatomy,Node;KNOWLEDGE_FIELD,HK.medicine.basic_medical_sciences.anatomy.clinical_anatomy,Clinical Anatomy,临床解剖学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.medicine.basic_medical_sciences.anatomy.comparative_anatomy,Node;KNOWLEDGE_FIELD,HK.medicine.basic_medical_sciences.anatomy.comparative_anatomy,Comparative Anatomy,比较解剖学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.medicine.basic_medical_sciences.anatomy.gross_anatomy,Node;KNOWLEDGE_FIELD,HK.medicine.basic_medical_sciences.anatomy.gross_anatomy,Gross Anatomy,大体解剖学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,4
HK.medicine.basic_medical_sciences.anatomy.gross_anatomy.regional_anatomy,Node;KNOWLEDGE_FIELD,HK.medicine.basic_medical_sciences.anatomy.gross_anatomy.regional_anatomy,Regional Anatomy,局部解剖学,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,5
HK.medicine.basic_medical_sciences.anatomy.gross_anatomy.regional_anatomy.abdomen_anatomy,Node;KNOWLEDGE_FIELD,HK.medicine.basic_medical_sciences.anatomy.gross_anatomy.regional_anatomy.abdomen_anatomy,Abdominal Anatomy,腹部解剖,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,6
HK.medicine.basic_medical_sciences.anatomy.gross_anatomy.regional_anatomy.back_anatomy,Node;KNOWLEDGE_FIELD,HK.medicine.basic_medical_sciences.anatomy.gross_anatomy.regional_anatomy.back_anatomy,Back Anatomy,背部解剖,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,6
HK.medicine.basic_medical_sciences.anatomy.gross_anatomy.regional_anatomy.head_and_neck_anatomy,Node;KNOWLEDGE_FIELD,HK.medicine.basic_medical_sciences.anatomy.gross_anatomy.regional_anatomy.head_and_neck_anatomy,Head and Neck Anatomy,头颈部解剖,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,6
HK.medicine.basic_medical_sciences.anatomy.gross_anatomy.regional_anatomy.lower_limb_anatomy,Node;KNOWLEDGE_FIELD,HK.medicine.basic_medical_sciences.anatomy.gross_anatomy.regional_anatomy.lower_limb_anatomy,Lower Limb Anatomy,下肢解剖,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,6
HK.medicine.basic_medical_sciences.anatomy.gross_anatomy.regional_anatomy.pelvis_anatomy,Node;KNOWLEDGE_FIELD,HK.medicine.basic_medical_sciences.anatomy.gross_anatomy.regional_anatomy.pelvis_anatomy,Pelvic Anatomy,骨盆解剖,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,6
HK.medicine.basic_medical_sciences.anatomy.gross_anatomy.regional_anatomy.thorax_anatomy,Node;KNOWLEDGE_FIELD,HK.medicine.basic_medical_sciences.anatomy.gross_anatomy.regional_anatomy.thorax_anatomy,Thoracic Anatomy,胸部解剖,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,6
HK.medicine.basic_medical_sciences.anatomy.gross_anatomy.regional_anatomy.upper_limb_anatomy,Node;KNOWLEDGE_FIELD,HK.medicine.basic_medical_sciences.anatomy.gross_anatomy.regional_anatomy.upper_limb_anatomy,Upper Limb Anatomy,上肢解剖,KNOWLEDGE_FIELD,HUMAN_KNOWLEDGE,6
