:START_ID,:END_ID,:TYPE,relation,kind
HK.philosophy.philosophy_of_science.philosophy_of_medicine,HK.philosophy.philosophy_of_science,SUBFIELD_OF,SUBFIELD_OF,parent
HK.philosophy.philosophy_of_science.philosophy_of_physics,HK.philosophy.philosophy_of_science,SUBFIELD_OF,SUBFIELD_OF,parent
HK.philosophy.philosophy_of_science.philosophy_of_physics,HK.physics,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.philosophy.philosophy_of_science.philosophy_of_social_science,HK.philosophy.philosophy_of_science,SUBFIELD_OF,SUBFIELD_OF,parent
HK.philosophy.philosophy_of_technology,HK.philosophy,SUBFIELD_OF,SUBFIELD_OF,parent
HK.philosophy.philosophy_of_technology.philosophy_of_artificial_intelligence,HK.philosophy.philosophy_of_technology,SUBFIELD_OF,SUBFIELD_OF,parent
HK.philosophy.political_philosophy,HK.philosophy,SUBFIELD_OF,SUBFIELD_OF,parent
HK.philosophy.political_philosophy,HK.political_science,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.philosophy.political_philosophy.anarchism,HK.philosophy.political_philosophy,SUBFIELD_OF,SUBFIELD_OF,parent
HK.philosophy.political_philosophy.anarchism,HK.political_science.political_theory.anarchism,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.philosophy.political_philosophy.communitarianism,HK.philosophy.political_philosophy,SUBFIELD_OF,SUBFIELD_OF,parent
HK.philosophy.political_philosophy.communitarianism,HK.political_science.political_theory.communitarianism,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.philosophy.political_philosophy.egalitarianism,HK.philosophy.political_philosophy,SUBFIELD_OF,SUBFIELD_OF,parent
HK.philosophy.political_philosophy.feminist_philosophy,HK.philosophy.political_philosophy,SUBFIELD_OF,SUBFIELD_OF,parent
HK.philosophy.political_philosophy.liberalism,HK.philosophy.political_philosophy,SUBFIELD_OF,SUBFIELD_OF,parent
HK.philosophy.political_philosophy.liberalism,HK.political_science.political_theory.liberalism,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.philosophy.political_philosophy.liberalism,HK.political_science.international_relations.liberalism_ir,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.philosophy.political_philosophy.libertarianism,HK.philosophy.political_philosophy,SUBFIELD_OF,SUBFIELD_OF,parent
HK.philosophy.political_philosophy.marxism,HK.philosophy.political_philosophy,SUBFIELD_OF,SUBFIELD_OF,parent
HK.philosophy.political_philosophy.marxism,HK.political_science.political_theory.marxism,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.philosophy.political_philosophy.republicanism,HK.philosophy.political_philosophy,SUBFIELD_OF,SUBFIELD_OF,parent
HK.philosophy.political_philosophy.republicanism,HK.political_science.political_theory.republicanism,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.philosophy.political_philosophy.social_contract_theory,HK.philosophy.political_philosophy,SUBFIELD_OF,SUBFIELD_OF,parent
HK.philosophy.political_philosophy.social_contract_theory,HK.political_science.political_theory.social_contract_theory,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.philosophy.political_philosophy.socialism,HK.philosophy.political_philosophy,SUBFIELD_OF,SUBFIELD_OF,parent
HK.philosophy.political_philosophy.socialism,HK.political_science.political_theory.socialism,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.philosophy.political_philosophy.theories_of_justice,HK.philosophy.political_philosophy,SUBFIELD_OF,SUBFIELD_OF,parent
HK.philosophy.political_philosophy.theories_of_justice.distributive_justice,HK.philosophy.political_philosophy.theories_of_justice,SUBFIELD_OF,SUBFIELD_OF,parent
HK.philosophy.social_philosophy,HK.philosophy,SUBFIELD_OF,SUBFIELD_OF,parent
HK.philosophy.social_philosophy,HK.sociology,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.philosophy.social_philosophy.critical_theory,HK.philosophy.social_philosophy,SUBFIELD_OF,SUBFIELD_OF,parent
HK.philosophy.social_philosophy.critical_theory,HK.sociology.social_theory.critical_theory,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.philosophy.social_philosophy.critical_theory,HK.sociology,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.philosophy.social_philosophy.philosophy_of_culture,HK.philosophy.social_philosophy,SUBFIELD_OF,SUBFIELD_OF,parent
HK.philosophy.social_philosophy.philosophy_of_gender,HK.philosophy.social_philosophy,SUBFIELD_OF,SUBFIELD_OF,parent
HK.philosophy.social_philosophy.philosophy_of_race,HK.philosophy.social_philosophy,SUBFIELD_OF,SUBFIELD_OF,parent
HK.philosophy.social_philosophy.social_ontology,HK.philosophy.social_philosophy,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics,HUMAN_KNOWLEDGE,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics,HK.mathematics,APPLICATION_OF,APPLICATION_OF,explicit
HK.physics.acoustics,HK.physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.acoustics.architectural_acoustics,HK.physics.acoustics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.acoustics.physical_acoustics,HK.physics.acoustics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.acoustics.psychoacoustics,HK.physics.acoustics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.acoustics.ultrasonics,HK.physics.acoustics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.acoustics.underwater_acoustics,HK.physics.acoustics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.applied_physics,HK.physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.astrophysics,HK.physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.astrophysics,HK.physics.particle_physics,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.physics.astrophysics.astroparticle_physics,HK.physics.astrophysics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.astrophysics.compact_objects,HK.physics.astrophysics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.astrophysics.compact_objects.black_holes,HK.physics.astrophysics.compact_objects,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.astrophysics.compact_objects.magnetars,HK.physics.astrophysics.compact_objects,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.astrophysics.compact_objects.pulsars,HK.physics.astrophysics.compact_objects,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.astrophysics.exoplanet_science,HK.physics.astrophysics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.astrophysics.extragalactic_astrophysics,HK.physics.astrophysics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.astrophysics.galactic_astrophysics,HK.physics.astrophysics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.astrophysics.high_energy_astrophysics,HK.physics.astrophysics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.astrophysics.high_energy_astrophysics.cosmic_rays,HK.physics.astrophysics.high_energy_astrophysics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.astrophysics.high_energy_astrophysics.gamma_ray_astronomy,HK.physics.astrophysics.high_energy_astrophysics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.astrophysics.high_energy_astrophysics.x_ray_astronomy,HK.physics.astrophysics.high_energy_astrophysics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.astrophysics.stellar_astrophysics,HK.physics.astrophysics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.astrophysics.stellar_astrophysics.neutron_stars,HK.physics.astrophysics.stellar_astrophysics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.astrophysics.stellar_astrophysics.stellar_evolution,HK.physics.astrophysics.stellar_astrophysics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.astrophysics.stellar_astrophysics.stellar_nucleosynthesis,HK.physics.astrophysics.stellar_astrophysics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.astrophysics.stellar_astrophysics.supernovae,HK.physics.astrophysics.stellar_astrophysics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.astrophysics.stellar_astrophysics.white_dwarfs,HK.physics.astrophysics.stellar_astrophysics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.atomic_molecular_optical,HK.physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.atomic_molecular_optical.atomic_physics,HK.physics.atomic_molecular_optical,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.atomic_molecular_optical.atomic_physics.atom_interferometry,HK.physics.atomic_molecular_optical.atomic_physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.atomic_molecular_optical.atomic_physics.atomic_spectroscopy,HK.physics.atomic_molecular_optical.atomic_physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.atomic_molecular_optical.atomic_physics.atomic_structure,HK.physics.atomic_molecular_optical.atomic_physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.atomic_molecular_optical.laser_physics,HK.physics.atomic_molecular_optical,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.atomic_molecular_optical.molecular_physics,HK.physics.atomic_molecular_optical,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.atomic_molecular_optical.optical_physics,HK.physics.atomic_molecular_optical,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.atomic_molecular_optical.quantum_optics,HK.physics.atomic_molecular_optical,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.atomic_molecular_optical.quantum_optics.cavity_qed,HK.physics.atomic_molecular_optical.quantum_optics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.atomic_molecular_optical.quantum_optics.quantum_optomechanics,HK.physics.atomic_molecular_optical.quantum_optics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.atomic_molecular_optical.quantum_simulation,HK.physics.atomic_molecular_optical,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.atomic_molecular_optical.quantum_simulation,TECH.information_technology.quantum_computing.quantum_simulation,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.physics.atomic_molecular_optical.ultracold_atoms,HK.physics.atomic_molecular_optical,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.biophysics,HK.physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.biophysics,HK.biology,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.physics.biophysics.cellular_biophysics,HK.physics.biophysics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.biophysics.membrane_biophysics,HK.physics.biophysics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.biophysics.molecular_biophysics,HK.physics.biophysics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.biophysics.neurobiophysics,HK.physics.biophysics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.chemical_physics,HK.physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.chemical_physics,HK.chemistry,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.physics.classical_mechanics,HK.physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.classical_mechanics.analytical_mechanics,HK.physics.classical_mechanics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.classical_mechanics.analytical_mechanics.geometric_mechanics,HK.physics.classical_mechanics.analytical_mechanics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.classical_mechanics.analytical_mechanics.hamilton_jacobi_theory,HK.physics.classical_mechanics.analytical_mechanics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.classical_mechanics.analytical_mechanics.hamiltonian_mechanics,HK.physics.classical_mechanics.analytical_mechanics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.classical_mechanics.analytical_mechanics.lagrangian_mechanics,HK.physics.classical_mechanics.analytical_mechanics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.classical_mechanics.analytical_mechanics.perturbation_theory,HK.physics.classical_mechanics.analytical_mechanics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.classical_mechanics.analytical_mechanics.symplectic_mechanics,HK.physics.classical_mechanics.analytical_mechanics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.classical_mechanics.celestial_mechanics,HK.physics.classical_mechanics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.classical_mechanics.continuum_mechanics,HK.physics.classical_mechanics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.classical_mechanics.continuum_mechanics.elasticity_theory,HK.physics.classical_mechanics.continuum_mechanics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.classical_mechanics.continuum_mechanics.fracture_mechanics,HK.physics.classical_mechanics.continuum_mechanics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.classical_mechanics.continuum_mechanics.plasticity_theory,HK.physics.classical_mechanics.continuum_mechanics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.classical_mechanics.continuum_mechanics.rheology,HK.physics.classical_mechanics.continuum_mechanics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.classical_mechanics.newtonian_mechanics,HK.physics.classical_mechanics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.classical_mechanics.rigid_body_dynamics,HK.physics.classical_mechanics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.computational_physics,HK.physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.computational_physics,HK.mathematics.numerical_mathematics,USES,USES,explicit
HK.physics.computational_physics.density_functional_theory,HK.physics.computational_physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.computational_physics.lattice_methods,HK.physics.computational_physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.computational_physics.molecular_dynamics,HK.physics.computational_physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.computational_physics.monte_carlo_methods,HK.physics.computational_physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.condensed_matter_physics,HK.physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.condensed_matter_physics,HK.physics.quantum_mechanics,USES,USES,explicit
HK.physics.condensed_matter_physics,HK.physics.thermodynamics_and_statistical_mechanics,USES,USES,explicit
HK.physics.condensed_matter_physics.magnetism,HK.physics.condensed_matter_physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.condensed_matter_physics.magnetism.antiferromagnetism,HK.physics.condensed_matter_physics.magnetism,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.condensed_matter_physics.magnetism.ferromagnetism,HK.physics.condensed_matter_physics.magnetism,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.condensed_matter_physics.magnetism.spin_glasses,HK.physics.condensed_matter_physics.magnetism,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.condensed_matter_physics.mesoscopic_physics,HK.physics.condensed_matter_physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.condensed_matter_physics.nanophysics,HK.physics.condensed_matter_physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.condensed_matter_physics.quantum_materials,HK.physics.condensed_matter_physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.condensed_matter_physics.semiconductor_physics,HK.physics.condensed_matter_physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.condensed_matter_physics.soft_matter,HK.physics.condensed_matter_physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.condensed_matter_physics.soft_matter.colloids,HK.physics.condensed_matter_physics.soft_matter,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.condensed_matter_physics.soft_matter.liquid_crystals,HK.physics.condensed_matter_physics.soft_matter,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.condensed_matter_physics.soft_matter.polymers,HK.physics.condensed_matter_physics.soft_matter,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.condensed_matter_physics.solid_state_physics,HK.physics.condensed_matter_physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.condensed_matter_physics.solid_state_physics.band_theory,HK.physics.condensed_matter_physics.solid_state_physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.condensed_matter_physics.solid_state_physics.crystal_structure,HK.physics.condensed_matter_physics.solid_state_physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.condensed_matter_physics.solid_state_physics.electronic_structure,HK.physics.condensed_matter_physics.solid_state_physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.condensed_matter_physics.solid_state_physics.phonons,HK.physics.condensed_matter_physics.solid_state_physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.condensed_matter_physics.spintronics,HK.physics.condensed_matter_physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.condensed_matter_physics.superconductivity,HK.physics.condensed_matter_physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.condensed_matter_physics.superconductivity.bcs_theory,HK.physics.condensed_matter_physics.superconductivity,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.condensed_matter_physics.superconductivity.high_temperature_superconductivity,HK.physics.condensed_matter_physics.superconductivity,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.condensed_matter_physics.superconductivity.unconventional_superconductivity,HK.physics.condensed_matter_physics.superconductivity,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.condensed_matter_physics.topological_matter,HK.physics.condensed_matter_physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.condensed_matter_physics.topological_matter.quantum_spin_liquids,HK.physics.condensed_matter_physics.topological_matter,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.condensed_matter_physics.topological_matter.topological_insulators,HK.physics.condensed_matter_physics.topological_matter,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.condensed_matter_physics.topological_matter.weyl_semimetals,HK.physics.condensed_matter_physics.topological_matter,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.cosmology,HK.physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.cosmology,HK.physics.astrophysics,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.physics.cosmology.cosmic_microwave_background,HK.physics.cosmology,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.cosmology.dark_energy,HK.physics.cosmology,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.cosmology.early_universe,HK.physics.cosmology,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.cosmology.early_universe.baryogenesis,HK.physics.cosmology.early_universe,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.cosmology.early_universe.big_bang_nucleosynthesis,HK.physics.cosmology.early_universe,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.cosmology.early_universe.inflation,HK.physics.cosmology.early_universe,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.cosmology.early_universe.inflation,HK.economics.monetary_economics.inflation,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.physics.cosmology.large_scale_structure,HK.physics.cosmology,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.cosmology.observational_cosmology,HK.physics.cosmology,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.cosmology.observational_cosmology.redshift_surveys,HK.physics.cosmology.observational_cosmology,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.cosmology.observational_cosmology.weak_lensing,HK.physics.cosmology.observational_cosmology,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.cosmology.physical_cosmology,HK.physics.cosmology,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.electromagnetism,HK.physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.electromagnetism.classical_electrodynamics,HK.physics.electromagnetism,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.electromagnetism.electrodynamics,HK.physics.electromagnetism,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.electromagnetism.electromagnetic_waves,HK.physics.electromagnetism,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.electromagnetism.electrostatics,HK.physics.electromagnetism,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.electromagnetism.magnetohydrodynamics,HK.physics.electromagnetism,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.electromagnetism.magnetostatics,HK.physics.electromagnetism,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.fluid_dynamics,HK.physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.fluid_dynamics.aerodynamics,HK.physics.fluid_dynamics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.fluid_dynamics.computational_fluid_dynamics,HK.physics.fluid_dynamics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.fluid_dynamics.hydrodynamics,HK.physics.fluid_dynamics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.fluid_dynamics.non_newtonian_fluid_dynamics,HK.physics.fluid_dynamics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.fluid_dynamics.turbulence,HK.physics.fluid_dynamics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.fluid_dynamics.turbulence,HK.mathematics.dynamical_systems.chaos_theory,USES,USES,explicit
HK.physics.geophysics,HK.physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.geophysics,HK.earth_science,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.physics.geophysics.geodesy,HK.physics.geophysics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.geophysics.geodesy,HK.geography.geomatics.geodesy,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.physics.geophysics.geomagnetism,HK.physics.geophysics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.geophysics.geothermics,HK.physics.geophysics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.geophysics.mineral_physics,HK.physics.geophysics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.geophysics.seismology,HK.physics.geophysics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.medical_physics,HK.physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.medical_physics.medical_imaging_physics,HK.physics.medical_physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.medical_physics.nuclear_medicine_physics,HK.physics.medical_physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.medical_physics.radiation_therapy_physics,HK.physics.medical_physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.nuclear_physics,HK.physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.nuclear_physics.hadron_physics,HK.physics.nuclear_physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.nuclear_physics.nuclear_astrophysics,HK.physics.nuclear_physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.nuclear_physics.nuclear_reactions,HK.physics.nuclear_physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.nuclear_physics.nuclear_structure,HK.physics.nuclear_physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.nuclear_physics.nuclear_structure.nuclear_magic_numbers,HK.physics.nuclear_physics.nuclear_structure,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.nuclear_physics.nuclear_structure.nuclear_models,HK.physics.nuclear_physics.nuclear_structure,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.optics_and_photonics,HK.physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.optics_and_photonics,HK.mathematics.analysis.fourier_analysis,USES,USES,explicit
HK.physics.optics_and_photonics.fiber_optics,HK.physics.optics_and_photonics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.optics_and_photonics.geometrical_optics,HK.physics.optics_and_photonics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.optics_and_photonics.nonlinear_optics,HK.physics.optics_and_photonics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.optics_and_photonics.nonlinear_optics,TECH.photonics.nonlinear_optics,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.physics.optics_and_photonics.photonics,HK.physics.optics_and_photonics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.optics_and_photonics.photonics,TECH.photonics,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.physics.optics_and_photonics.wave_optics,HK.physics.optics_and_photonics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.particle_physics,HK.physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.particle_physics.accelerator_physics,HK.physics.particle_physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.particle_physics.beyond_the_standard_model,HK.physics.particle_physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.particle_physics.dark_matter_physics,HK.physics.particle_physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.particle_physics.high_energy_physics,HK.physics.particle_physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.particle_physics.neutrino_physics,HK.physics.particle_physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.particle_physics.neutrino_physics.neutrino_oscillations,HK.physics.particle_physics.neutrino_physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.particle_physics.neutrino_physics.solar_neutrinos,HK.physics.particle_physics.neutrino_physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.plasma_physics,HK.physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.plasma_physics,HK.mathematics.dynamical_systems,USES,USES,explicit
HK.physics.plasma_physics.astrophysical_plasma,HK.physics.plasma_physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.plasma_physics.inertial_confinement_fusion,HK.physics.plasma_physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.plasma_physics.inertial_confinement_fusion,TECH.energy_technology.nuclear_energy.nuclear_fusion.inertial_confinement_fusion,OVERLAPS_WITH,OVERLAPS_WITH,explicit
HK.physics.plasma_physics.magnetic_confinement_fusion,HK.physics.plasma_physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.plasma_physics.space_plasma_physics,HK.physics.plasma_physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.plasma_physics.space_plasma_physics.magnetosphere_physics,HK.physics.plasma_physics.space_plasma_physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.plasma_physics.space_plasma_physics.solar_wind,HK.physics.plasma_physics.space_plasma_physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.quantum_field_theory,HK.physics,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.quantum_field_theory,HK.mathematics.algebra.representation_theory,USES,USES,explicit
HK.physics.quantum_field_theory,HK.mathematics.analysis.functional_analysis,USES,USES,explicit
HK.physics.quantum_field_theory.axiomatic_quantum_field_theory,HK.physics.quantum_field_theory,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.quantum_field_theory.conformal_field_theory,HK.physics.quantum_field_theory,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.quantum_field_theory.effective_field_theory,HK.physics.quantum_field_theory,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.quantum_field_theory.electroweak_theory,HK.physics.quantum_field_theory,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.quantum_field_theory.gauge_theory,HK.physics.quantum_field_theory,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.quantum_field_theory.gauge_theory.topological_field_theory,HK.physics.quantum_field_theory.gauge_theory,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.quantum_field_theory.gauge_theory.yang_mills_theory,HK.physics.quantum_field_theory.gauge_theory,SUBFIELD_OF,SUBFIELD_OF,parent
HK.physics.quantum_field_theory.lattice_field_theory,HK.physics.quantum_field_theory,SUBFIELD_OF,SUBFIELD_OF,parent
